CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_저가_clust_id
5642,-2,0,1,-2,3,-2,0
5643,0,-3,3,-1,-2,0,2
5644,3,-2,1,-1,-1,0,4
5645,0,4,-3,-1,4,0,0
5646,1,2,-1,-1,0,0,5
5647,-1,3,0,-3,0,3,0
5648,-3,1,0,2,-3,1,1
5649,0,-2,0,1,-2,3,4
5650,1,0,-2,-1,1,1,5
5651,1,-1,0,2,-2,-1,4
5652,0,0,0,0,0,0,2
5653,1,-2,2,-1,1,0,3
5654,1,1,-2,1,-2,3,1
5655,4,-1,1,-2,-1,3,3
5656,0,1,2,-3,2,0,3
5657,1,-1,-1,3,0,-3,4
5658,0,-1,1,0,-3,3,2
5659,-1,-2,2,1,-2,1,2
5660,1,-2,2,1,-1,-2,4
5661,-2,3,-2,1,-2,2,1
5662,-1,2,0,0,0,0,0
5663,3,-1,-2,1,1,0,5
5664,-2,3,-2,-1,0,2,0
5665,1,0,0,-1,1,0,5
5666,2,-2,3,0,-3,3,4
5667,-1,1,0,0,0,-2,2
5668,-2,1,1,-2,1,0,0
5669,-2,2,-1,1,-1,-1,1
5670,4,-3,-1,4,-3,3,4
5671,-1,-2,3,0,0,-1,2
5672,3,0,-3,3,-2,0,4
5673,2,1,-3,3,-2,-1,1
5674,0,0,2,-3,3,-2,3
5675,-2,0,2,-2,0,-1,2
5676,3,-2,1,0,0,-1,4
5677,-1,-1,0,1,-1,-1,2
5678,3,-3,0,0,3,0,5
5679,3,-3,3,-3,-1,4,3
5680,-2,0,2,-2,0,1,2
5681,-3,1,1,-2,3,0,0
5682,4,0,0,-3,3,-3,5
5683,4,0,-3,0,3,-3,5
5684,-2,3,-3,1,1,-2,0
5685,1,0,-1,0,-1,3,4
5686,3,0,-3,-1,4,-3,5
5687,-1,1,-1,1,-1,3,1
5688,0,-2,3,-2,0,0,3
5689,-1,2,-1,0,-1,3,1
5690,-3,3,-2,0,2,-2,0
5691,-2,-1,3,-3,3,-3,3
5692,-2,0,-1,3,-1,-1,1
5693,0,0,4,0,-3,-1,2
5694,0,0,0,0,0,0,2
5695,4,-3,3,-3,0,-1,3
5696,-3,0,3,0,-3,2,2
5697,0,0,3,-3,3,0,3
5698,-2,0,0,-1,3,-3,0
5699,-3,3,-3,3,-3,-1,1
5700,-1,1,0,-1,1,-2,0
5701,-1,1,0,-2,3,-2,0
5702,-3,1,2,-3,0,3,2
5703,3,-3,-1,0,4,-3,5
5705,0,1,0,-2,1,2,0
5706,0,0,1,-1,1,-2,2
5707,3,-3,0,-1,0,0,4
5708,0,-3,3,-2,1,-2,3
5709,0,1,0,-1,0,1,2
5710,-3,-1,0,0,0,0,2
5711,-3,-1,4,0,-3,0,2
5712,-1,0,4,-3,3,0,3
5713,0,0,0,0,0,0,2
5714,-1,0,0,1,-1,1,2
5715,4,-3,1,2,-3,3,4
5716,0,0,0,-1,4,-3,5
5717,-3,-1,0,0,4,-3,0
5718,-1,3,-3,0,1,0,0
5719,1,-1,2,-1,-2,3,2
5720,3,0,0,-3,3,-3,5
5721,0,1,-2,-1,2,-2,5
5722,0,-3,3,-3,3,-1,3
5723,0,-1,1,-1,0,0,2
5724,-1,4,-3,3,-3,-1,1
5725,-1,-2,0,0,3,-3,5
5726,3,-3,3,0,0,-1,3
5727,0,0,4,-3,3,-3,3
5728,0,-1,-1,2,-1,-1,4
5729,-1,0,-2,2,-1,-1,1
5730,-1,-2,0,-1,4,-3,5
5731,-3,2,1,-3,0,0,0
5732,4,-1,-2,-1,4,-3,5
5733,-2,3,-3,3,-1,0,1
5734,0,-1,0,1,-2,0,4
5735,-2,1,0,-1,1,0,0
5736,4,-1,-2,3,-3,3,4
5737,2,-1,1,-1,1,-1,3
5738,0,2,0,-3,1,2,0
5739,3,-2,-1,3,-2,-1,4
5740,-2,3,0,-3,3,-1,0
5741,1,1,-3,3,-2,2,1
5742,0,-1,3,-3,1,1,3
5743,-2,3,-1,0,-1,1,0
5744,-2,-1,2,0,0,-1,2
5745,-3,1,0,1,0,-1,2
5746,4,-3,3,-3,0,-1,3
5747,-2,2,-1,-2,3,-3,0
5748,-2,0,0,1,-2,1,2
5749,0,0,0,0,0,0,2
5750,2,0,-1,2,-3,2,4
5751,4,-3,3,-2,2,-3,3
5752,-2,3,0,-1,-2,3,0
5753,-3,0,3,0,-3,3,2
5754,0,4,-1,-2,-1,0,0
5755,1,-1,2,-3,2,0,3
5756,-3,2,1,-2,-1,0,0
5757,0,0,1,-1,0,2,2
5758,0,0,0,0,0,0,2
5759,-1,0,4,-3,0,-1,3
5760,-3,3,-3,-1,0,0,0
5761,0,0,-2,-1,2,-2,5
5762,0,0,0,0,4,-1,5
5763,1,-1,2,0,-1,2,2
5764,1,-2,3,-2,1,-1,3
5765,-3,3,0,-2,1,-2,0
5766,0,0,3,-1,0,0,2
5767,0,2,-1,0,1,-1,0
5768,4,-3,3,-3,-1,0,3
5769,-1,-2,1,1,-1,2,2
5770,4,-3,-1,0,0,0,4
5771,-1,3,-1,-2,3,0,0
5772,-1,3,-3,2,-1,2,1
5773,-3,0,-1,4,0,-1,1
5775,3,-3,-1,0,0,0,4
5776,0,1,0,-1,-1,0,2
5777,-3,2,-1,0,1,-2,0
5778,2,0,1,-2,0,1,3
5780,2,-2,2,0,-1,2,4
5781,4,0,-2,2,-2,1,4
5782,-2,3,-3,2,-1,0,1
5783,0,-1,-1,0,0,1,5
5784,-1,-1,2,-2,3,-3,3
5785,2,-3,2,1,-2,-1,4
5786,-1,1,-1,0,0,2,0
5787,-2,-1,0,0,0,0,2
5788,-1,2,-3,0,2,0,0
5789,-1,2,-1,-2,2,-1,0
5790,4,0,-2,2,0,-3,4
5791,0,4,0,-2,-1,3,0
5792,-3,3,0,-3,3,-2,0
5793,-1,4,-3,3,0,0,1
5794,3,-3,2,-2,0,0,3
5795,1,0,-2,2,-2,3,1
5796,3,-1,1,-1,1,-3,3
5797,0,4,-3,3,-3,-1,1
5798,-2,-1,2,-2,3,-1,3
5799,-1,2,-2,0,1,-1,0
5800,3,-2,1,-2,0,3,3
5801,3,-3,3,-3,-1,4,3
5802,0,-1,1,-1,1,-1,2
5803,0,0,0,2,-3,1,1
5804,-1,4,-3,3,-1,-2,1
5805,0,0,0,1,0,-1,2
5806,-1,0,0,1,-1,1,2
5807,0,0,0,0,0,0,2
5808,0,1,1,-3,1,2,3
5809,0,1,-2,2,0,1,1
5810,3,-3,3,-3,3,0,3
5811,1,-2,1,0,2,-2,5
5812,0,-1,3,-2,0,2,3
5813,3,-3,-1,4,-3,3,4
5814,-1,0,0,0,0,4,2
5815,0,1,-1,0,0,-1,5
5816,0,-3,3,-3,-1,4,3
5817,3,-2,-1,3,-3,0,4
5818,0,-2,1,0,-1,0,2
5819,0,4,-3,3,-3,-1,1
5820,-3,-1,0,0,0,4,2
5821,-2,2,-2,3,-3,3,1
5822,-2,-1,2,-1,-1,3,2
5823,-1,1,0,-1,3,0,0
5824,0,0,0,0,0,0,2
5825,0,4,-3,-1,0,0,0
5826,4,-3,-1,0,0,0,4
5827,3,0,-2,0,0,1,5
5828,-3,2,-2,3,0,-3,1
5829,-3,3,-3,3,-3,3,1
5830,3,-3,3,-3,0,3,3
5831,3,0,-2,1,0,-2,4
5832,-2,2,-3,1,1,-2,0
5833,4,0,-2,2,-3,0,4
5834,3,-2,1,-1,0,2,3
5835,-1,-1,-1,2,0,-1,1
5836,-1,0,0,0,1,-1,2
5837,-1,-1,2,0,0,-1,2
5838,2,0,0,-2,2,0,5
5839,0,-1,0,0,4,-3,5
5840,0,1,-3,3,-2,1,1
5841,-3,0,0,-1,4,0,0
5842,-3,3,-3,-1,0,0,0
5843,-3,1,1,1,-2,0,2
5844,2,-2,-1,1,2,-3,5
5845,0,0,1,-1,1,0,2
5846,-1,0,-1,0,0,2,2
5847,-1,0,1,0,-2,0,2
5848,0,-1,-2,3,-3,0,1
5849,0,-2,0,3,-2,2,4
5850,0,0,0,0,4,-1,5
5851,4,-3,-1,0,4,-3,5
5852,0,1,-3,1,-1,3,1
5853,-3,0,3,-3,-1,0,2
5854,-1,0,1,2,-3,3,2
5855,-3,3,-1,0,-1,-1,0
5856,0,-3,3,-2,1,1,3
5857,-1,1,0,-1,0,2,2
5858,1,1,-1,-1,0,1,5
5859,0,-3,0,3,-3,3,4
5860,1,1,0,1,-3,3,1
5861,-2,3,0,-3,0,3,0
5862,-1,2,-1,2,-3,2,1
5863,-3,1,0,-1,3,0,0
5864,-3,2,0,-1,1,0,0
5865,1,-1,1,0,-1,1,2
5866,1,1,0,0,-1,-1,2
5867,0,-2,1,1,0,0,2
5868,-2,1,-1,0,0,1,0
5869,-2,2,-1,0,-1,1,0
5870,0,4,-3,-1,0,0,0
5871,-1,3,-1,-2,2,0,0
5872,3,-1,1,-3,-1,4,3
5873,-2,2,-1,0,1,0,0
5874,3,-1,-2,3,-2,2,4
5875,-3,3,-3,3,-3,0,1
5876,3,-3,-1,0,4,-3,5
5877,-3,-1,0,4,-3,-1,1
5878,-1,0,0,4,-3,3,1
5879,2,-1,2,-1,1,-2,3
5880,1,1,1,-2,-1,3,2
5881,-3,-1,0,0,0,0,2
5882,-1,-2,1,2,0,-3,2
5883,1,-1,1,-1,-1,1,2
5884,-3,3,0,-2,2,-1,0
5885,4,0,0,-1,-1,2,4
5886,-1,0,0,0,0,0,2
5887,2,-1,0,1,-1,2,4
5888,0,0,4,0,-2,0,2
5889,-2,-1,3,-2,0,2,2
5890,0,0,2,-1,0,-1,2
5891,4,0,-2,0,-1,2,4
5892,0,1,-2,2,-2,3,1
5893,-1,-2,3,-2,-1,2,2
5894,-1,4,-3,0,3,-1,0
5895,0,0,0,0,0,0,2
5896,-1,-1,2,-1,-1,2,2
5897,3,0,-3,3,-2,-1,4
5898,2,-1,1,-1,1,0,3
5899,3,0,0,-2,-1,0,5
5900,0,-1,3,0,-3,3,2
5901,0,0,0,0,0,0,2
5902,1,0,-1,0,1,-2,5
5903,-1,4,-3,0,-1,4,1
5904,-2,3,-2,0,0,0,0
5905,-3,2,0,-1,-1,2,0
5906,1,1,-1,0,0,1,5
5907,0,0,0,0,1,-2,5
5908,1,0,-1,0,0,2,5
5909,-2,3,0,0,-2,-1,1
5910,3,-3,3,-3,3,-3,3
5911,0,2,-3,3,-2,-1,1
5912,1,-1,2,-2,1,-2,3
5913,0,1,-2,2,1,-1,1
5914,3,-3,0,3,-2,-1,4
5915,4,0,-2,-1,3,-3,5
5916,0,-2,-1,3,0,-1,4
5917,0,2,-2,1,-1,2,1
5918,0,4,-3,-1,0,0,0
5919,2,-3,2,-2,2,-2,3
5920,-1,0,-1,2,-2,0,1
5921,0,-1,2,0,0,-2,2
5922,-3,3,-2,0,-1,3,0
5924,-2,0,0,3,-2,-1,1
5925,3,-2,2,-3,3,-3,3
5926,-2,0,1,-1,0,1,2
5927,-3,2,1,-3,2,-1,0
5928,-1,-1,2,-1,2,-3,3
5929,-1,2,-2,0,0,2,0
5930,-3,3,0,-2,2,-2,0
5931,0,2,-3,3,-3,3,1
5932,0,-1,1,0,0,0,2
5933,0,0,1,-1,0,1,2
5934,3,-2,-1,2,1,-3,4
5935,2,-2,1,0,0,-1,4
5936,1,-1,-1,2,-1,0,4
5937,2,-1,-2,3,-2,-1,4
5938,-1,-1,0,3,-2,-1,1
5939,3,-3,0,3,0,-3,4
5940,2,-1,0,2,-2,0,4
5941,1,0,0,-1,0,1,5
5942,-2,0,2,1,-3,3,2
5943,-2,1,0,-1,0,1,0
5944,4,-3,3,-3,1,0,3
5945,1,1,-1,0,0,2,5
5946,1,1,1,-1,-1,1,2
5947,3,-3,0,3,-3,3,4
5948,2,-3,3,0,0,-3,3
5949,0,-2,0,2,-2,0,4
5950,-2,0,1,0,-1,1,2
5951,-2,2,-2,0,3,0,0
5952,2,1,-3,2,-2,3,1
5953,1,-3,1,-1,2,0,3
5954,3,-2,2,-3,3,0,3
5955,1,0,-1,3,-1,-1,4
5956,0,0,0,0,4,-3,5
5957,1,0,-1,3,0,-1,4
5958,0,0,-1,4,-2,2,1
5959,1,-2,2,-1,-1,-1,3
5960,0,-2,1,0,0,-1,2
5961,3,-1,-1,-1,2,-1,5
5962,3,-1,-1,0,0,1,4
5963,3,-1,1,-3,0,0,3
5964,-1,0,1,0,-2,3,2
5965,-1,1,0,-2,3,0,0
5966,3,0,-2,-1,3,-3,5
5967,-3,3,-3,3,0,-3,1
5968,-3,3,-3,3,0,0,1
5969,1,-1,0,1,0,-1,4
5970,0,0,4,-2,-1,3,3
5971,0,-3,1,-1,3,0,3
5972,-3,3,-3,3,0,-2,1
5973,1,-1,0,0,2,-3,5
5974,2,-2,2,-1,-1,3,3
5975,0,2,-1,-1,3,-3,0
5976,0,-1,4,0,-3,3,2
5977,4,0,-3,0,3,-3,5
5978,-2,1,1,-1,0,2,2
5979,0,-2,0,2,1,-2,4
5980,0,0,0,-1,-1,1,2
5981,0,-1,1,-1,1,-2,2
5982,-2,2,-2,2,-1,1,1
5983,-2,2,-1,1,-1,1,1
5984,0,0,0,4,-3,1,1
5985,-3,-1,0,4,-3,3,1
5986,-1,0,1,-1,0,0,2
5987,-1,0,1,-1,0,0,2
5988,0,2,-1,-2,3,-2,0
5989,-1,-2,2,1,-2,1,2
5990,0,0,3,-1,-2,0,2
5991,-1,1,-1,2,-3,2,1
5992,1,0,-1,1,2,-1,5
5994,0,-1,1,0,0,-1,2
5995,-1,-1,1,1,0,0,2
5996,-1,-1,0,4,-3,-1,1
5997,0,4,0,0,-3,0,1
5998,-3,3,-3,3,-1,1,1
5999,-1,0,4,0,-2,-1,2
6000,3,-1,-2,1,2,-3,5
6001,0,0,0,0,0,0,2
6002,-1,2,-2,0,-1,2,1
6003,-3,0,3,-3,0,3,2
6004,-2,-1,3,-2,2,-3,3
6005,-3,0,3,-1,-2,3,2
6006,-3,0,3,-1,1,-2,2
6007,1,-1,1,-2,3,-3,3
6008,-3,3,-2,2,-3,3,1
6009,0,-2,2,1,-3,2,2
6010,0,-1,0,1,0,0,2
6011,0,0,4,-2,-1,-1,3
6012,-3,3,0,-3,3,0,0
6013,-1,-1,3,0,0,-1,2
6014,1,-1,0,2,-2,1,4
6015,0,0,0,4,-3,3,1
6016,-1,1,-1,0,0,0,0
6017,-1,-2,0,3,-3,3,4
6018,2,-1,2,-2,2,0,3
6019,0,0,-1,0,-1,3,2
6020,2,1,-1,-2,2,0,5
6021,0,1,-1,0,-1,2,1
6022,3,-1,1,-1,-1,-1,4
6023,3,0,0,-3,3,0,5
6024,-1,3,0,-3,3,-3,0
6025,0,0,2,-2,0,2,2
6026,0,-1,-1,0,3,-1,5
6027,-2,2,-2,1,-1,2,1
6028,0,0,1,0,0,0,2
6029,4,-3,1,0,2,-3,3
6030,0,-1,1,1,0,-1,2
6031,0,0,1,0,-1,1,2
6032,0,1,0,-1,-1,3,2
6033,-1,1,-2,2,0,0,1
6034,-1,1,-1,1,-1,0,1
6035,0,0,0,0,0,4,2
6036,-1,0,0,4,-3,-1,1
6037,0,-1,3,-1,-2,2,2
6038,2,-2,-1,3,0,-3,4
6039,0,-2,1,0,0,-1,2
6040,1,0,0,0,-1,1,2
6041,1,2,-3,1,2,-3,5
6042,-1,3,-2,1,0,0,1
6043,-1,0,1,0,-1,1,2
6044,-1,2,0,1,-3,2,1
6045,-1,2,0,-1,0,1,0
6046,1,2,-2,1,-1,2,1
6047,0,1,-2,1,0,2,1
6048,-1,0,2,-2,0,1,2
6049,0,-2,2,0,1,-3,3
6050,3,-1,0,-2,3,-1,5
6051,4,-3,-1,4,0,-3,4
6052,-3,3,0,-2,1,-1,0
6053,2,-2,2,-2,3,-1,3
6054,1,-1,2,-2,0,0,3
6055,3,0,-2,1,0,-2,4
6056,3,-3,3,-3,-1,4,3
6057,-3,1,0,2,-2,1,1
6058,3,-3,2,-1,1,0,3
6059,-1,-2,0,3,-3,3,4
6060,3,-1,1,-3,2,-1,3
6061,0,-1,1,0,-1,1,2
6062,-1,0,-1,1,0,-2,1
6063,-1,2,-2,1,1,0,0
6064,2,-1,1,1,-3,0,4
6065,3,-3,3,-3,3,-3,3
6066,-2,-1,2,1,-3,3,2
6067,3,0,-2,-1,0,3,5
6068,-1,0,0,0,4,-3,5
6069,0,0,0,0,2,-1,5
6070,1,2,-2,1,0,-1,1
6071,1,-1,3,0,0,-1,3
6072,-2,0,3,-3,2,1,3
6073,-1,0,0,1,0,-1,2
6074,0,0,2,-2,1,-1,3
6075,0,-1,2,-2,1,0,3
6076,1,0,-1,2,1,0,5
6077,0,-2,0,3,-2,2,4
6078,-3,-1,0,0,4,-3,0
6079,0,0,0,0,0,0,2
6080,3,-2,-1,2,1,-3,4
6082,-1,-1,2,0,0,-1,2
6083,0,-3,2,-2,3,0,3
6084,0,-2,1,2,-2,0,4
6085,0,-2,-1,3,-2,1,4
6086,1,1,-3,2,0,0,1
6087,4,0,-3,-1,0,0,5
6088,0,0,0,0,4,-3,5
6089,3,-1,1,-1,-2,1,4
6090,0,3,-2,2,-2,1,1
6091,0,0,0,0,0,0,2
6092,-2,1,2,-2,1,0,2
6093,-1,0,0,1,-1,0,2
6094,-3,3,0,-1,-2,3,0
6095,-1,-2,1,1,-1,1,2
6096,0,-1,4,-3,3,-3,3
6097,-1,2,-2,-1,3,-3,0
6099,-1,0,3,0,-3,3,2
6100,-3,3,-1,-2,0,3,0
6101,0,1,0,-1,1,-2,5
6102,-1,-2,3,0,0,-3,2
6103,1,1,0,0,0,0,5
6104,1,-1,-1,3,-2,-1,4
6105,0,-1,1,-1,2,-3,3
6106,-1,-1,2,1,-2,0,2
6107,3,-3,0,3,-3,0,4
6108,0,-1,-1,2,0,-2,4
6109,0,3,-3,3,-3,3,1
6110,-3,3,-3,3,-3,3,1
6111,0,3,-3,3,-3,3,1
6112,0,-1,1,1,-2,0,2
6113,0,0,0,4,0,-3,1
6114,-1,0,1,1,-2,0,2
6115,-1,0,-2,0,3,-3,5
6116,-3,0,-1,4,-3,0,1
6117,0,-1,1,-3,2,-2,3
6119,-2,3,-3,3,-3,2,1
6120,2,-1,0,0,0,-1,5
6121,1,-2,3,-3,3,-2,3
6122,0,1,-1,1,-1,1,1
6123,-1,-2,3,-3,1,-1,3
6124,0,0,0,4,-3,0,1
6125,-2,1,1,-1,2,-3,0
6126,2,0,0,-2,1,1,5
6127,0,-1,1,-2,2,-2,3
6128,-3,0,-1,4,-3,0,1
6129,1,-1,3,-3,3,0,3
6130,-2,3,-3,3,-3,-1,1
6131,0,0,3,-3,-1,4,3
6132,2,-3,0,3,0,-1,4
6133,-1,3,-1,-2,3,-3,0
6134,0,-3,3,-3,3,-3,3
6135,1,-1,1,0,0,-2,2
6136,-1,-1,3,0,-2,-1,2
6137,-1,3,-3,3,-3,2,1
6138,3,-3,-1,0,4,-3,5
6139,-1,0,4,-3,0,-1,3
6140,-2,3,-1,-1,1,0,0
6141,0,0,0,0,4,-3,5
6142,-3,2,0,1,-3,0,1
6143,0,-1,3,-1,-1,0,2
6144,-1,0,0,0,0,0,2
6145,-2,3,-2,1,1,-3,0
6146,0,4,0,0,-3,3,1
6147,2,1,-2,0,0,2,5
6148,-3,3,0,-3,0,3,0
6149,-3,2,-2,3,-3,0,1
6150,-3,2,-2,3,-3,3,1
6151,0,-1,1,0,-2,2,2
6152,4,-3,-1,0,4,-1,5
6153,0,1,0,0,0,0,2
6154,3,-1,-1,1,-1,-1,4
6155,3,-2,2,-3,3,0,3
6156,-1,1,0,-1,2,-2,0
6157,-1,-2,3,-3,2,-1,3
6158,-1,0,0,0,0,0,2
6159,1,-2,2,-2,1,-2,3
6160,-3,-1,0,4,-3,3,1
6161,-1,2,0,-2,2,-1,0
6162,4,-1,1,-3,2,-1,3
6163,-3,3,-3,0,2,1,0
6164,-3,1,-1,0,0,0,0
6165,0,0,0,0,0,0,2
6166,2,-1,1,-1,1,1,3
6167,-1,3,-1,-1,-1,2,0
6168,-3,0,3,-3,-1,0,2
6169,0,0,4,-3,-1,0,3
6170,-1,2,-2,0,0,1,0
6171,0,3,-3,3,-3,0,1
6172,1,1,-2,0,1,0,5
6173,3,-3,3,-3,3,-1,3
6174,2,-3,2,-1,2,-1,3
6175,1,-1,0,2,-3,3,4
6176,-3,3,0,-3,3,-3,0
6177,2,1,0,0,-3,0,4
6178,-1,1,-1,1,-1,0,1
6179,3,-3,3,-2,2,-3,3
6180,1,0,-2,2,-1,1,4
6181,3,-3,-1,4,0,-3,4
6182,-2,-1,2,0,0,-1,2
6183,-2,3,0,-3,3,-3,0
6184,1,0,-2,1,-1,2,4
6185,-3,0,3,-3,3,-3,3
6186,-1,1,-2,3,-1,-1,1
6187,-3,2,0,-1,-1,3,0
6188,0,0,2,-3,1,2,3
6189,1,-2,1,1,-1,0,4
6190,1,0,1,-2,0,0,3
6191,-2,1,0,0,0,0,2
6192,1,2,-3,3,-3,0,1
6193,-1,3,0,-2,-1,3,0
6194,-1,4,-3,-1,0,0,0
6195,-2,1,2,-3,3,-1,0
6196,-3,-1,0,0,0,0,2
6197,0,1,1,-3,0,2,2
6198,-3,3,-3,-1,4,-3,0
6199,0,1,0,-1,1,-1,5
6200,-3,0,1,2,0,-3,2
6201,2,1,-2,-1,2,1,5
6202,0,1,2,0,-1,1,2
6203,-3,3,-3,3,-2,0,1
6204,-3,3,-1,-2,2,0,0
6205,-3,-1,4,-3,-1,0,2
6206,0,0,-1,0,0,1,5
6207,-1,0,1,2,0,-1,2
6208,-3,2,-2,3,-1,1,1
6209,-1,1,0,0,-2,2,2
6210,-1,1,0,1,-1,2,1
6211,0,-1,0,1,-2,-1,4
6212,-2,-1,3,-1,0,-1,2
6213,0,-1,3,0,-3,1,2
6214,-3,2,1,-2,1,-1,0
6215,1,0,1,-3,2,-2,3
6216,-2,2,0,-2,1,1,0
6217,0,-1,0,4,-3,-1,4
6218,3,0,-3,0,3,-3,5
6219,2,-1,1,0,-1,1,4
6220,-3,3,-3,0,3,-3,0
6221,1,2,-1,-2,3,-3,5
6222,0,0,0,0,4,0,5
6223,0,0,-2,-1,0,-1,5
6224,-1,1,-3,3,-3,3,1
6225,0,2,-1,-2,3,-2,0
6226,2,-2,3,-2,1,-2,3
6227,3,-1,-1,1,0,0,4
6228,0,-3,0,3,-3,0,4
6229,0,0,4,-3,-1,0,3
6230,4,-3,-1,0,0,4,4
6231,4,0,-3,0,3,0,5
6232,0,0,0,-1,3,-2,5
6233,0,1,0,1,-1,-2,2
6234,1,0,-1,-1,2,0,5
6235,-1,0,0,-1,1,-1,2
6236,-1,2,-1,2,-3,3,1
6237,1,0,0,-2,1,2,5
6238,-1,0,4,-3,3,-3,3
6239,-2,0,3,-2,-1,3,2
6240,1,0,-1,0,0,1,5
6241,-1,0,4,-3,3,-3,3
6242,3,-3,2,-1,-1,3,3
6243,-1,2,-1,1,0,0,1
6244,-1,2,-3,3,-1,-2,1
6245,-1,-2,1,0,0,2,2
6246,0,-2,2,-1,0,1,3
6247,-1,-1,4,0,-2,-1,2
6248,-2,-1,1,1,1,-2,2
6249,0,0,1,0,0,-1,2
6250,-2,1,1,-3,2,-2,0
6251,-3,2,0,-2,2,-2,0
6252,4,-3,3,0,-3,3,4
6253,-1,0,-2,3,-2,0,1
6254,4,0,-3,3,-2,1,4
6255,2,0,1,-1,-2,2,2
6256,-2,-1,0,0,4,0,5
6257,3,-3,-1,0,4,0,5
6258,1,-2,2,-1,2,-3,3
6259,0,4,-3,-1,0,0,0
6260,1,0,1,0,-1,1,2
6261,-3,1,-1,-1,0,4,0
6262,-2,1,1,-1,1,-2,0
6263,2,-1,-1,0,0,3,5
6264,0,-1,-2,3,0,-3,1
6265,0,0,0,0,0,0,2
6266,-1,-2,1,2,-1,1,2
6267,2,-3,0,3,-3,1,4
6268,0,-1,-1,-1,0,1,5
6269,-1,0,4,-2,-1,-1,2
6270,0,1,0,-1,0,-1,2
6271,0,-2,2,0,-1,1,2
6272,1,-1,3,0,-1,-1,2
6273,3,-1,-1,2,-3,1,4
6274,-2,2,-2,3,-2,0,1
6275,2,-1,0,-1,3,-3,5
6276,3,-3,0,-1,0,0,4
6277,-3,2,1,-3,3,-3,0
6278,2,-2,3,-3,0,-1,3
6279,3,0,-1,-2,3,-3,5
6280,3,-1,-2,0,1,-1,5
6281,-2,3,-1,-1,0,1,0
6282,-3,-1,4,-3,3,-3,3
6283,2,1,0,-3,3,0,5
6284,2,-1,-1,1,-1,1,4
6285,2,0,-2,3,0,-2,4
6286,-1,-1,2,0,0,-1,2
6287,0,0,0,0,4,-3,5
6288,-1,4,0,-3,0,-1,0
6289,3,-3,3,-3,3,-3,3
6290,4,0,0,-1,0,0,5
6291,-2,0,3,-3,3,-1,3
6292,0,-1,0,0,2,-2,5
6293,0,4,-2,2,0,-3,1
6294,-2,-1,2,-2,2,1,3
6295,-1,0,1,1,-1,-1,2
6296,-1,-1,1,0,2,-1,2
6297,0,3,-3,3,0,-3,1
6298,1,-1,0,1,-2,-1,4
6299,4,-3,-1,0,0,0,4
6300,-2,0,1,0,-2,3,2
6301,-2,1,0,-1,2,-3,0
6302,-3,3,-1,-2,3,0,0
6303,4,-3,-1,4,-3,-1,4
6304,2,-1,-1,-1,3,-3,5
6305,1,-1,2,-2,-1,3,3
6306,0,0,1,-1,1,-1,2
6307,3,-3,3,0,-3,3,4
6308,-2,0,-1,0,0,4,2
6309,0,-3,3,-3,3,-3,3
6310,3,0,-1,1,-3,2,4
6311,-3,2,-2,3,-3,3,1
6312,-3,2,-2,0,3,0,0
6313,0,0,1,-1,1,0,2
6314,1,1,1,-2,0,0,2
6315,0,4,-3,3,-1,-2,1
6316,-3,-1,0,0,4,0,0
6317,0,0,0,0,0,4,2
6318,0,-2,0,0,1,-1,5
6319,0,0,1,0,-1,-1,2
6320,0,2,-2,3,-2,0,1
6321,-1,1,-1,0,2,-3,0
6322,0,-1,-1,2,0,1,4
6323,-1,-1,4,-3,3,-3,3
6324,-2,2,-2,3,-2,1,1
6325,-3,3,-3,0,0,-1,0
6326,0,2,-3,0,3,-1,0
6327,-2,3,-3,2,0,0,1
6328,0,0,1,-2,2,-1,3
6329,1,-2,3,-2,-1,0,3
6330,0,0,3,-3,-1,4,3
6331,0,0,0,0,0,0,2
6332,0,0,0,1,0,0,2
6333,-1,3,-3,3,-3,2,1
6334,1,0,2,-3,1,2,3
6335,0,-3,-1,0,0,4,4
6336,-1,-1,3,-3,2,0,3
6337,0,1,-1,1,-1,2,1
6339,-1,-2,2,0,0,-2,2
6340,0,-1,0,-1,0,0,2
6341,-3,3,-1,-2,3,-2,0
6342,-1,1,1,0,0,-1,2
6343,0,0,0,0,4,-3,5
6344,2,0,1,-1,0,-1,5
6346,0,1,-3,2,-1,1,1
6347,4,-3,3,-3,2,-1,3
6348,0,0,1,1,-2,0,2
6349,2,0,-2,0,2,-2,5
6350,0,-2,2,-1,1,1,3
6351,1,2,-3,2,-1,1,1
6352,0,3,-3,3,-3,3,1
6353,-1,1,-3,3,-2,0,1
6354,-3,1,1,-2,2,-1,0
6355,-1,1,-1,0,0,2,0
6356,-3,-1,0,0,0,0,2
6357,-1,2,0,1,-3,3,1
6358,-3,0,3,-2,1,1,2
6359,-1,3,-2,-1,3,-3,0
6360,-3,-1,4,0,-3,3,2
6361,-1,1,0,2,-2,0,1
6362,0,1,-1,3,-2,-1,1
6363,-2,0,0,2,-2,0,1
6364,-1,1,-1,0,-1,3,1
6365,4,-3,-1,0,0,0,4
6366,-3,1,2,-3,1,1,0
6367,2,0,-1,-1,2,0,5
