CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_중가_clust_id
5221,4,-1,-2,0,3,-3,5
5222,1,-2,0,-1,4,-1,5
5223,-1,1,1,-3,3,-1,2
5224,0,-1,1,-1,1,-1,3
5225,-3,2,-1,2,-3,-1,4
5226,1,-1,-1,3,-3,0,1
5227,1,2,-2,1,-1,2,4
5228,4,-3,3,-2,0,1,5
5229,0,4,-3,-1,0,0,0
5230,-2,3,-2,2,-3,3,4
5231,4,-3,-1,4,-3,-1,1
5232,2,-3,3,-3,3,-3,5
5233,-1,-2,3,-2,2,0,2
5234,-3,3,-3,2,-1,-1,4
5235,1,1,-2,2,-1,-1,1
5236,-2,2,-1,0,2,0,0
5237,-1,-2,2,0,0,-2,2
5238,-1,3,0,-3,3,-3,0
5239,1,-3,2,0,-2,3,5
5240,2,-1,2,-3,0,3,5
5241,-3,2,-1,0,2,-3,0
5242,-2,2,-2,-1,0,3,0
5243,0,4,-3,0,-1,0,0
5244,3,-3,3,0,-3,0,5
5245,-1,-2,0,-1,0,4,3
5246,0,-1,0,1,-2,2,1
5247,2,0,1,-3,3,-3,5
5248,0,2,-3,3,-3,1,4
5249,3,-2,2,-2,0,0,5
5250,0,3,-2,0,0,2,0
5251,0,1,-1,3,-3,3,1
5252,1,-3,3,-3,3,-3,2
5253,0,-2,1,2,0,-3,1
5254,0,-3,-1,0,0,0,3
5255,4,-3,0,3,-3,-1,1
5256,-2,1,-2,3,-2,1,4
5257,0,0,0,4,-3,2,1
5258,2,-1,1,-1,0,-1,5
5259,-3,-1,0,0,0,0,3
5260,2,-2,3,-2,1,-1,5
5261,-3,3,-3,3,-2,2,4
5262,3,-3,3,-2,2,-2,5
5263,4,-3,-1,0,4,-3,5
5264,0,4,-2,-1,-1,4,0
5265,-1,2,-3,2,0,0,4
5266,-2,2,-1,1,-1,1,4
5267,3,-3,-1,0,4,-3,5
5268,-2,3,-2,1,0,-2,4
5269,1,-2,2,-2,3,-2,5
5270,-2,3,-1,-2,1,1,0
5271,-2,2,1,-3,0,3,0
5272,-3,0,2,-2,3,-2,2
5273,0,3,-2,-1,2,0,0
5274,-1,-1,-1,3,0,-1,1
5275,0,0,0,0,0,0,3
5276,0,-3,-1,0,0,0,3
5277,-3,-1,4,-3,3,-3,2
5278,0,0,0,0,0,0,3
5279,0,0,0,2,-2,0,1
5280,-3,3,-2,1,0,-1,4
5281,1,-1,2,-3,3,-3,2
5282,-3,3,-2,-1,3,-1,0
5283,-2,0,3,-3,1,0,2
5284,-1,0,0,4,-3,3,1
5285,-1,0,-1,3,-2,-1,1
5286,-3,3,-3,3,-3,-1,4
5287,-3,3,-3,3,-3,-1,4
5288,-1,-1,3,-2,0,1,2
5289,0,0,0,0,0,4,3
5290,-3,3,0,-2,2,-3,0
5291,3,-3,3,0,-3,1,5
5292,2,-2,2,1,-3,1,1
5293,-3,2,-2,2,-2,1,4
5294,2,-3,-1,0,4,-3,5
5295,-1,2,-1,0,2,-2,0
5296,-1,4,0,-3,0,3,0
5297,-1,2,-3,3,-2,1,4
5298,-1,0,-1,1,0,2,3
5299,0,1,0,-1,-1,0,3
5300,-1,-2,-1,0,0,0,3
5301,2,0,0,-1,0,1,5
5302,-3,3,-3,0,3,-1,0
5303,2,-2,1,-1,2,-2,5
5304,-2,-1,3,-3,0,3,2
5305,0,-1,1,-1,3,-3,3
5306,-1,0,-2,1,2,-3,3
5307,0,0,0,0,4,-3,3
5308,3,-1,-1,-1,2,-1,5
5309,2,0,0,-1,1,-1,5
5310,1,1,-2,2,0,-1,4
5311,3,-1,0,-1,1,-1,5
5312,0,0,2,-1,-2,1,2
5313,4,-3,-1,4,-3,-1,1
5314,4,-3,-1,4,0,-1,1
5315,0,0,0,0,0,0,3
5316,0,-1,0,0,1,0,3
5317,1,-3,3,-3,3,-1,2
5318,-1,3,-3,3,-2,0,4
5319,-1,0,0,0,4,-3,3
5320,-1,4,-3,3,-3,-1,4
5321,-1,4,-3,-1,0,0,0
5322,0,2,-3,0,3,-2,0
5323,2,0,0,-2,0,3,5
5325,0,-1,2,-2,-1,2,2
5326,-2,3,-3,3,-2,1,4
5327,2,-3,0,0,0,-1,5
5328,-1,0,1,-1,2,-3,3
5329,-3,-1,0,0,0,0,3
5330,3,-2,0,1,-2,3,1
5331,1,-2,3,-2,1,-1,2
5332,1,0,0,-1,1,-1,3
5333,0,-2,2,-1,1,-1,2
5334,1,-3,3,-2,1,-1,2
5335,0,0,0,4,-3,-1,1
5336,-3,2,-2,2,1,-3,4
5337,-2,2,-3,0,0,3,0
5338,-1,-1,4,-3,0,-1,2
5339,1,-1,0,-1,2,0,3
5340,-3,-1,0,4,-3,3,1
5341,-2,1,0,1,-2,3,4
5342,-3,1,1,0,-2,0,3
5343,0,0,0,4,-3,-1,1
5344,2,-3,0,3,-1,-2,1
5345,-3,3,-3,-1,0,0,0
5346,0,0,0,0,4,-3,3
5347,-3,0,2,-1,2,-3,2
5348,2,0,-2,3,-3,3,1
5349,1,2,-2,-1,3,0,0
5350,0,4,-3,-1,0,0,0
5351,-2,3,-3,1,1,-1,0
5352,4,-2,-1,3,-3,3,1
5353,3,0,-3,-1,4,-2,5
5354,0,0,0,0,0,0,3
5355,-1,0,0,0,0,0,3
5356,-2,2,0,-2,3,-3,0
5357,-3,2,-2,1,1,0,0
5358,-1,0,-1,0,0,0,3
5359,-1,-2,3,-2,2,-3,2
5360,-1,0,0,2,-3,1,1
5361,0,-1,4,-3,-1,4,2
5362,3,-2,-1,3,-3,3,1
5363,1,-3,3,-2,1,1,2
5364,-3,3,-3,3,-3,3,4
5365,0,-2,2,-1,0,1,2
5366,3,-2,1,-1,-1,2,5
5367,-1,0,0,0,0,0,3
5368,-2,-1,0,3,-1,-1,1
5369,0,0,0,0,4,-3,3
5370,-1,2,1,-1,-1,1,3
5371,0,1,0,-2,2,0,3
5372,3,-2,0,0,-1,3,5
5373,-1,2,-1,1,-1,0,4
5374,-1,1,-2,3,-2,-1,4
5375,-2,3,-2,2,-2,1,4
5376,-1,-1,3,-3,0,3,2
5377,3,-2,2,-2,-1,3,5
5378,0,0,0,-2,-1,3,3
5379,1,-2,3,-3,3,-3,2
5380,-1,-1,0,1,-1,0,3
5381,0,3,-3,2,-1,2,4
5382,1,-3,1,-1,2,0,5
5383,-3,2,1,-3,3,-2,0
5384,3,-2,0,2,-1,-2,1
5385,0,-1,1,0,-1,0,3
5386,2,-2,0,-1,2,-1,5
5387,-1,-1,-1,0,0,4,3
5388,1,2,-3,3,-3,0,4
5389,0,3,-3,0,3,-3,0
5390,-1,3,-3,0,3,-1,0
5391,1,-1,-1,2,1,-2,3
5392,1,-3,-1,4,0,-2,1
5393,0,-3,3,-3,3,-2,2
5394,3,-3,3,0,-3,3,5
5395,1,-3,1,1,1,-2,5
5396,1,-1,0,2,-1,-1,1
5397,-1,-1,3,-3,3,-2,2
5398,-1,0,-1,0,1,0,3
5399,0,-3,3,-3,0,-1,2
5400,-3,-1,4,-2,-1,3,2
5401,0,0,4,-3,-1,0,2
5402,2,-3,3,-3,2,-1,5
5403,2,-3,-1,4,-3,-1,1
5404,0,-2,1,-1,0,-1,3
5405,-1,1,-2,2,-1,-1,4
5406,0,0,0,0,0,4,3
5407,3,-3,-1,4,-3,3,1
5408,2,-1,-1,0,1,-2,5
5409,-1,2,-1,1,-1,1,4
5410,0,0,0,4,-3,-1,1
5411,3,-1,-1,-1,3,-3,5
5412,-2,-1,-1,0,0,0,3
5413,2,1,-1,-2,3,-2,3
5414,0,0,0,0,0,0,3
5415,-1,3,-3,2,0,1,4
5416,-3,-1,0,0,4,-3,3
5417,0,1,0,-2,3,-1,3
5418,-2,-1,4,0,-2,-1,2
5419,-2,1,-2,3,-1,-1,4
5420,-3,0,3,-3,3,-3,2
5421,-1,1,-1,1,-1,1,4
5422,0,1,-3,0,-1,4,4
5423,3,-3,-1,0,4,-1,5
5424,0,-3,2,0,-2,2,2
5425,3,-3,-1,4,-3,-1,1
5426,-1,3,-3,3,-1,-2,4
5427,-1,1,-2,2,0,0,4
5428,-2,3,0,-3,0,3,0
5429,-1,0,4,-3,-1,0,2
5430,1,2,-3,0,3,-1,0
5431,-1,-1,0,-1,-1,0,3
5432,-1,1,-2,2,0,-1,4
5433,-2,1,1,-1,0,1,3
5434,0,0,0,0,0,4,3
5435,3,-3,0,3,-3,3,1
5436,0,0,0,0,0,0,3
5437,2,-3,2,0,-2,1,5
5438,3,-1,-2,1,2,-3,5
5439,-3,3,0,-3,0,0,0
5440,0,3,0,-3,3,-3,0
5441,4,-1,-2,3,-2,-1,1
5442,-2,2,0,-2,2,1,0
5443,3,-2,2,-1,-1,1,5
5444,1,-3,2,-1,-1,-1,5
5445,-2,1,-1,1,-1,0,4
5446,-3,0,-1,4,-3,3,4
5447,0,-1,0,0,0,0,3
5448,0,0,0,0,0,4,3
5449,0,3,-3,-1,0,0,0
5450,0,-2,2,0,0,-1,2
5451,4,-3,-1,4,-1,-2,1
5452,-3,-1,4,-3,-1,0,2
5453,-3,-1,4,-3,-1,0,2
5454,-3,3,-1,-2,-1,0,0
5455,-3,-1,0,0,0,0,3
5456,4,-3,3,-2,-1,-1,5
5457,1,-2,0,3,-1,-1,1
5458,-3,-1,0,0,4,-2,3
5459,-3,2,-1,0,2,-3,0
5460,-2,3,-3,3,0,-1,4
5461,-2,2,-2,2,0,-3,4
5462,2,0,-2,2,0,0,1
5463,-3,-1,0,0,0,0,3
5464,0,0,4,-3,-1,0,2
5465,0,-1,3,-1,-1,0,2
5466,-1,0,3,-3,2,1,2
5467,-2,3,-3,-1,0,0,0
5468,0,3,0,-2,0,1,0
5469,-1,0,0,-2,-1,0,3
5470,-2,3,-1,-1,1,0,0
5471,0,4,0,-3,-1,0,0
5472,1,-2,3,-3,0,3,2
5473,2,1,-3,2,-1,2,1
5474,-1,0,0,0,0,4,3
5475,3,-3,0,3,-1,-2,1
5476,-2,3,-2,0,2,-2,0
5477,0,0,0,4,-3,3,1
5478,4,-3,-1,0,4,-1,5
5479,0,-3,3,-1,-2,1,2
5480,0,0,0,0,0,0,3
5481,0,0,2,-3,2,1,2
5482,-1,0,1,0,-2,3,3
5483,0,0,0,0,0,0,3
5484,1,0,-1,1,1,-2,3
5485,-1,-2,3,-3,3,-2,2
5486,-1,-2,0,3,-3,1,1
5487,-1,0,2,-3,1,2,2
5488,3,0,-3,3,-3,0,1
5489,0,1,-2,2,-3,3,4
5490,3,0,-2,-1,3,-3,5
5491,0,-1,3,-2,0,0,2
5492,-3,0,3,-2,0,1,2
5493,0,-3,1,-1,3,-3,5
5494,-2,3,-1,-1,0,2,0
5495,2,-3,1,2,-1,-1,1
5496,-2,0,1,0,0,-1,3
5497,-1,0,4,-3,3,0,2
5498,1,-3,1,0,2,-3,5
5499,0,0,2,-2,-1,0,2
5500,0,0,0,0,0,0,3
5501,-3,-1,4,0,0,-1,2
5502,3,-3,-1,0,0,0,5
5503,-3,3,0,-3,3,-3,0
5504,-3,1,1,1,-3,1,4
5505,2,-2,0,2,1,-3,5
5506,-2,-1,3,-3,3,-2,2
5507,0,-1,1,-1,2,-3,3
5508,0,0,4,0,-3,3,2
5509,3,-1,-2,3,-3,0,1
5510,0,-1,4,-1,1,-3,2
5511,-1,1,-2,3,-3,1,4
5512,0,0,-3,0,3,-2,3
5513,0,0,0,0,0,0,3
5514,-3,-1,0,0,0,4,3
5515,-3,0,-1,0,0,0,3
5516,3,-3,1,2,-1,-2,1
5517,1,-1,3,-2,-1,3,2
5518,0,-1,-1,4,-3,0,1
5519,0,2,0,1,-3,0,4
5520,-1,2,-3,3,-3,1,4
5521,-1,0,0,2,-2,0,1
5522,0,0,0,0,0,0,3
5523,-1,0,0,4,-3,-1,1
5524,3,-3,-1,4,-3,-1,1
5525,3,-3,-1,0,0,4,5
5526,2,-2,2,-3,2,1,5
5527,3,-2,0,0,0,1,5
5528,0,0,0,0,0,0,3
5529,3,-3,2,-2,3,-1,5
5530,-1,1,0,-2,2,-2,3
5531,0,0,0,4,0,-3,1
5532,-2,2,-1,1,-1,1,4
5533,-1,4,-3,-1,0,0,0
5534,2,-3,0,0,-1,4,5
5535,3,-3,3,-3,3,-3,5
5536,3,-3,2,0,-2,3,5
5537,0,0,0,0,4,-3,3
5538,-3,2,0,-1,1,0,0
5539,0,1,2,-1,1,-3,2
5540,0,1,-2,3,-2,0,4
5541,-3,3,-1,-2,3,-2,0
5542,0,-3,2,-2,3,-1,2
5543,3,0,-3,3,0,-3,1
5544,2,-2,1,-1,0,0,5
5545,3,0,-3,3,-3,-1,1
5546,0,1,0,-2,3,-1,3
5547,-1,3,-2,1,0,-1,0
5548,-3,-1,4,-3,-1,0,2
5549,2,-1,0,1,-1,0,1
5550,-3,3,0,-3,0,-1,0
5551,-1,0,0,0,0,0,3
5552,1,-3,3,-3,3,-2,2
5553,-3,-1,0,0,0,0,3
5554,-1,-2,3,-3,2,-2,2
5555,0,3,-3,0,3,-2,0
5556,-1,3,-3,3,-2,2,4
5557,-2,1,-2,3,-3,2,4
5558,-3,3,-3,-1,0,0,0
5559,-1,0,0,0,4,-3,3
5560,0,-1,-1,3,-3,1,1
5561,3,-2,1,-2,1,2,5
5562,-2,3,-3,3,-1,0,4
5563,-3,3,-3,3,0,-3,4
5564,-2,1,-2,3,0,-3,4
5565,0,1,-1,1,-2,3,4
5566,3,-1,-2,3,-3,3,1
5567,4,-2,-1,-1,0,0,5
5568,3,-3,3,-2,1,0,5
5569,-1,-2,3,-1,-2,2,2
5570,-2,1,2,-3,3,-3,2
5571,-3,-1,0,4,-3,3,1
5572,0,0,4,-3,-1,0,2
5573,0,-1,3,-3,3,-3,2
5574,-3,-1,4,-3,3,-1,2
5575,2,0,-1,1,1,-3,3
5576,-2,2,-1,-2,0,-1,0
5577,3,-2,-1,1,2,0,5
5579,-3,2,-1,2,-2,0,4
5580,0,4,-3,-1,0,4,0
5581,-3,-1,0,0,0,0,3
5582,-2,1,0,-2,3,-2,0
5583,-2,-1,2,-1,2,-2,2
5584,0,0,0,-1,1,2,3
5585,4,0,-3,3,-3,3,1
5586,0,0,0,0,0,0,3
5587,0,0,4,0,-3,3,2
5588,0,0,0,0,0,0,3
5589,-3,3,0,-2,-1,0,0
5590,1,-3,1,0,1,-2,5
5591,-2,0,3,-3,3,-3,2
5592,1,0,-1,0,1,0,3
5593,0,-1,0,1,-1,1,3
5594,-2,2,0,1,-3,1,4
5595,-1,0,0,0,0,0,3
5596,-3,2,1,-3,1,0,0
5597,1,-2,2,-1,-2,1,2
5598,-2,3,0,-2,2,-3,0
5599,4,-3,-1,0,0,0,5
5600,4,-1,-2,-1,0,0,5
5601,3,-1,-1,-1,3,-3,5
5602,-1,2,1,-3,3,-3,0
5603,-1,-2,3,0,-3,3,2
5604,-1,-1,-1,0,0,0,3
5605,-3,-1,4,-2,-1,-1,2
5606,-1,1,0,0,-1,-1,3
5607,3,-3,3,-3,3,0,5
5608,0,0,0,0,0,0,3
5609,0,-2,3,-3,1,1,2
5611,3,-3,-1,0,0,4,5
5612,0,1,-2,3,-2,1,4
5613,4,-3,-1,4,-1,-2,1
5614,4,-2,0,0,0,-1,5
5615,-2,3,-3,3,0,-3,4
5616,-1,2,1,-1,-2,0,3
5617,1,-2,2,-2,3,-1,5
5618,0,0,0,0,4,-2,3
5619,0,-1,2,0,-1,-1,2
5620,0,-2,3,-1,0,-2,2
5621,-1,-1,3,-3,3,-2,2
5622,-1,1,-3,3,-3,3,4
5623,-1,3,-2,1,-1,1,4
5624,-1,0,1,0,-1,1,3
5625,4,-2,-1,3,0,-3,1
5626,0,0,0,0,0,0,3
5627,0,3,-3,3,-1,-2,4
5628,4,-3,3,-3,-1,0,5
5629,2,-3,0,2,0,1,1
5630,2,0,-1,0,1,0,3
5631,4,-3,2,1,-1,1,5
5632,-1,0,-1,3,-1,-1,1
5633,-1,-2,3,-3,-1,4,2
5634,3,-2,0,2,-2,0,1
5635,-3,3,-3,-1,4,-2,0
5636,2,0,-1,1,0,-2,3
5637,-1,0,3,0,-2,2,2
5638,-3,3,-2,1,-1,1,4
5639,1,-1,-1,3,-3,3,1
5640,-1,0,0,0,0,0,3
5641,1,-2,0,-1,0,4,5
5642,1,-3,2,0,-1,-1,5
5643,-3,1,2,-1,-1,0,2
5644,-1,-1,2,-1,0,-1,2
5645,2,-2,-1,3,-1,-2,1
5646,4,-3,3,-3,3,0,5
5647,2,-2,-1,3,-3,3,1
5648,-1,2,1,-2,-1,3,0
5649,2,0,-2,3,-2,1,1
5650,0,4,-1,-2,0,-1,0
5651,-2,3,-2,0,-1,3,0
5652,-2,0,1,-1,-1,3,3
5653,-2,3,-3,3,-3,-1,4
5654,-3,2,1,-2,0,0,0
5655,0,1,-1,0,1,0,3
5656,-1,0,0,0,0,0,3
5657,0,3,-2,0,2,-3,0
5658,-2,1,0,-1,1,-2,3
5659,-3,-1,4,-3,-1,0,2
5660,0,4,-3,3,-2,1,4
5661,-2,0,2,-2,0,-1,2
5662,-2,1,0,-1,0,0,3
5663,-2,1,-1,1,0,-1,3
5664,2,-2,0,2,-2,0,1
5665,0,0,0,0,0,0,3
5666,1,-1,-1,3,-2,2,1
5667,-2,3,-3,3,-3,0,4
5668,4,-2,-1,3,-3,-1,1
5669,2,-3,3,-3,0,3,5
5670,0,1,0,-1,-1,3,3
5671,-2,2,-1,0,-1,3,0
5672,-3,3,-3,3,-2,-1,4
5673,0,-2,-1,2,-2,3,1
5674,-1,-1,4,-3,3,0,2
5675,-3,3,-3,3,-3,3,4
5676,2,1,-3,-1,0,4,3
5677,0,0,0,0,0,0,3
5678,-2,3,-1,-1,-1,3,0
5679,-2,-1,3,-3,0,3,2
5680,3,-2,2,-2,-1,3,5
5681,0,0,1,-2,3,-2,3
5682,-2,3,-1,-2,0,1,0
5683,-2,0,1,-1,1,-2,3
5684,2,-2,0,3,-3,3,1
5685,2,-3,3,-3,3,-2,5
5686,0,0,-1,0,0,2,3
5687,0,-1,-1,3,-3,2,1
5688,2,-3,2,-2,3,-3,5
5689,4,-3,-1,4,0,-3,1
5690,2,-1,1,-1,0,1,5
5691,2,-3,3,-2,2,-3,5
5692,-1,0,4,0,-3,-1,2
5693,-3,3,0,-3,1,1,0
5694,-2,3,-2,1,-2,3,4
5695,-1,-1,1,-2,0,3,2
5696,3,-3,3,-2,-1,0,5
5697,0,1,1,-2,0,1,3
5698,-2,0,1,-1,0,1,3
5699,-3,3,-2,1,-2,3,4
5700,0,0,0,0,4,0,3
5701,1,-2,2,0,-1,-1,5
5702,3,-2,1,-1,0,2,5
5703,1,0,-1,1,0,-1,3
5705,-3,3,-3,3,-3,3,4
5706,0,0,0,0,0,0,3
5707,-1,0,-2,3,-3,2,4
5708,1,-3,3,-2,2,-3,2
5709,0,4,-3,-1,0,0,0
5710,2,-3,3,-3,0,3,5
5711,-3,3,-3,3,0,-2,4
5712,3,0,-3,3,0,-3,1
5713,-3,3,-1,0,-1,1,0
5714,3,-1,-2,3,-3,-1,1
5715,0,-2,1,1,0,1,3
5716,-1,-1,0,3,-3,0,1
5717,-1,2,-1,1,0,-1,4
5718,-1,0,0,4,-3,0,1
5719,-1,-2,-1,0,0,0,3
5720,-2,-1,0,0,0,4,3
5721,-2,1,0,-1,1,-1,3
5722,0,1,0,2,-2,1,1
5723,-1,4,-3,-1,0,4,0
5724,2,-1,-1,1,-1,0,1
5725,0,1,0,0,-2,2,3
5726,-1,1,0,-2,1,2,3
5727,-1,1,-1,0,0,2,3
5728,3,0,-1,0,0,-2,5
5729,0,0,4,-3,-1,0,2
5730,0,0,-1,0,1,1,3
5731,-1,0,-1,2,-2,3,1
5732,3,-1,-2,2,-1,0,1
5733,3,-3,-1,4,0,-3,1
5734,-1,-2,-1,0,0,4,3
5735,0,0,0,0,4,-3,3
5736,-2,2,1,-1,-2,0,3
5737,3,0,-3,-1,0,0,5
5738,3,-3,0,-1,4,-3,5
5739,-1,-2,0,3,-1,-2,1
5740,0,-1,2,-3,2,0,2
5741,0,4,-3,-1,0,0,0
5742,-1,0,-2,3,-3,0,4
5743,-3,3,-3,-1,0,0,0
5744,3,-3,3,-3,0,3,5
5745,-3,-1,0,0,0,0,3
5746,-2,1,0,-1,2,-2,3
5747,-2,2,0,0,-1,2,0
5748,-1,0,4,-3,-1,0,2
5749,-3,3,-3,3,-1,-1,4
5750,-1,-1,0,3,-1,-2,1
5751,-1,0,1,0,-2,2,3
5752,3,-1,0,0,-1,0,5
5753,-1,0,3,-1,-2,1,2
5754,-1,2,-3,3,-1,0,4
5755,0,0,4,-3,-1,0,2
5756,4,-3,-1,0,0,0,5
5757,-1,-2,3,-3,3,0,2
5758,-1,3,0,-3,3,-1,0
5759,-3,0,3,-3,1,1,2
5760,1,2,-1,-1,0,0,0
5761,3,0,-3,2,1,0,1
5762,2,-1,-1,3,-2,1,1
5763,-1,0,0,0,0,4,3
5764,-2,-1,-1,0,4,-3,3
5765,-3,-1,4,-3,3,-3,2
5766,-3,3,-3,-1,0,0,0
5767,-1,4,-3,3,-3,-1,4
5768,-3,2,0,-1,-1,1,0
5769,0,4,-3,-1,0,0,0
5770,1,-2,2,0,-1,0,5
5771,-1,-1,0,4,-2,-1,1
5772,3,-3,-1,0,0,4,5
5773,2,-2,-1,3,-2,0,1
5775,1,0,-2,1,0,1,3
5776,-1,4,-2,-1,-1,0,0
5777,1,-1,0,1,0,-2,3
5778,-2,3,-3,3,-3,3,4
5780,3,-3,3,-3,-1,0,5
5781,0,3,-2,0,0,2,0
5782,2,-3,-1,0,0,0,5
5783,1,-1,-2,2,1,-2,3
5784,0,2,1,-2,0,-1,3
5785,-2,-1,0,0,0,4,3
5786,-3,-1,0,4,-3,3,1
5787,0,-2,2,-1,2,-3,2
5788,0,0,0,0,4,-3,3
5789,-1,0,-1,3,-3,3,1
5790,-2,0,-1,3,0,-2,4
5791,0,-2,2,0,-1,1,2
5792,-2,2,-1,1,0,-1,4
5793,-1,2,-2,2,-1,2,4
5794,-1,3,-2,0,1,-1,0
5795,4,-3,-1,0,4,-3,5
5796,-1,-1,3,-3,-1,0,2
5797,-2,3,-2,1,-2,2,4
5798,0,2,-3,3,-3,0,4
5799,-3,3,0,-2,0,1,0
5800,2,-3,-1,0,0,0,5
5801,0,3,-3,3,-1,-1,4
5802,0,0,0,0,0,0,3
5803,0,-3,3,-2,-1,2,2
5804,-3,1,2,-3,3,-2,2
5805,0,0,0,0,4,-1,3
5806,0,0,0,0,0,0,3
5807,-3,2,0,-2,0,3,0
5808,1,0,0,1,0,-2,3
5809,-1,0,0,0,0,0,3
5810,0,1,-2,2,-2,3,4
5811,2,-1,-1,1,0,0,3
5812,-3,2,-2,0,-1,4,4
5813,3,-3,3,-1,-2,1,5
5814,-3,3,-3,3,-2,1,4
5815,-3,-1,0,0,4,-3,3
5816,-2,-1,3,-1,1,-3,2
5817,2,-3,0,3,-1,-2,1
5818,-1,4,-1,-2,0,3,0
5819,-2,3,-3,2,1,-1,4
5820,3,-3,3,-1,0,-1,5
5821,0,0,0,4,-3,-1,1
5822,3,-3,-1,0,0,0,5
5823,0,1,-1,1,-2,3,4
5824,2,-2,0,0,1,0,5
5825,0,-1,1,-1,0,1,3
5826,-2,3,-2,0,1,-2,0
5827,3,-3,3,-3,-1,4,5
5828,-2,2,-1,0,0,0,0
5829,1,1,-1,-1,3,-2,3
5830,1,-2,2,1,-2,0,1
5831,0,0,2,-3,2,-2,2
5832,1,0,-1,-1,3,-1,3
5833,3,-2,-1,3,-3,0,1
5834,-2,0,3,-3,3,-3,2
5835,-1,1,-1,1,-2,0,4
5836,0,4,-3,3,-1,0,4
5837,-1,-1,-1,3,-3,3,1
5838,-3,0,-1,0,4,-3,3
5839,-3,3,-2,2,-3,3,4
5840,-1,3,-1,-2,3,-3,0
5841,2,-1,-1,0,3,-3,5
5842,0,-1,-2,2,-1,-1,1
5843,0,0,4,0,-3,0,2
5844,3,-3,1,2,-1,-2,1
5845,0,0,4,0,-3,-1,2
5846,3,-1,-2,3,-3,2,1
5847,1,-2,3,-2,-1,3,2
5848,-2,3,-3,3,-3,3,4
5849,1,0,-1,-1,-1,0,3
5850,-1,-1,0,-1,3,-3,3
5851,0,1,-1,0,0,1,3
5852,-3,0,0,0,1,2,3
5853,-3,3,-1,0,-2,-1,4
5854,3,-3,-1,0,4,-1,5
5855,0,0,3,-3,3,-3,2
5856,3,-2,0,-1,2,0,5
5857,0,0,0,4,-2,-1,1
5858,-3,3,0,-3,3,-3,0
5859,0,0,0,-1,2,-3,3
5860,2,-3,-1,4,0,-2,1
5861,-1,0,1,-2,1,1,2
5862,0,0,4,0,-3,-1,2
5863,-2,3,-2,1,1,-1,0
5864,0,0,0,0,4,-1,3
5865,3,-3,3,0,-3,2,5
5866,0,0,0,0,0,0,3
5867,-3,-1,4,-2,-1,3,2
5868,0,-1,0,3,-2,-1,1
5869,4,-1,-1,-1,-1,4,5
5870,0,0,-1,0,-1,2,3
5871,-2,-1,0,3,-2,2,1
5872,-1,1,-1,0,2,-3,3
5873,0,-1,0,0,0,0,3
5874,-1,-1,3,-3,-1,4,2
5875,-1,-1,0,1,0,-1,3
5876,-1,0,1,-1,1,-1,3
5877,0,-1,3,-3,3,-1,2
5878,1,-3,3,-1,-2,2,2
5879,-1,4,0,-3,-1,0,0
5880,2,-2,0,2,-3,3,1
5881,-1,2,1,-3,3,-3,0
5882,-1,0,0,0,0,0,3
5883,-1,0,-1,4,-3,3,1
5884,-2,-1,1,2,-3,2,1
5885,0,-3,3,0,-3,-1,2
5886,1,-2,3,-1,0,1,2
5887,1,-1,-1,0,0,0,3
5888,-3,3,-1,-1,1,1,0
5889,3,-1,-2,0,3,0,5
5890,0,0,0,0,0,0,3
5891,0,0,0,-2,2,0,3
5892,0,3,0,-3,-1,4,0
5893,3,-3,-1,0,0,0,5
5894,1,-2,1,2,-1,-1,1
5895,-1,1,-3,3,-2,1,4
5896,0,0,0,0,0,0,3
5897,1,-2,0,0,2,-3,3
5898,-1,0,0,4,-3,0,1
5899,-2,-1,0,3,-1,-2,1
5900,-2,3,0,-2,1,1,0
5901,-1,-1,0,3,0,-3,1
5902,4,0,-3,3,-3,3,1
5903,1,-1,1,-1,2,-2,3
5904,-1,1,2,-3,-1,4,2
5905,2,-2,-1,4,-3,-1,1
5906,0,0,0,0,0,0,3
5907,-2,3,-3,0,-1,4,4
5908,-3,-1,0,4,-2,-1,1
5909,-2,3,-1,-1,0,0,0
5910,-3,1,-1,0,-1,4,4
5911,-2,2,-2,1,1,0,0
5912,0,4,-3,-1,0,4,0
5913,0,0,0,0,0,4,3
5914,0,3,0,-3,3,-3,0
5915,-3,3,-3,2,0,-2,4
5916,2,-3,0,3,-1,1,1
5917,-3,3,-3,3,-3,3,4
5918,-1,1,-3,1,0,2,4
5919,-3,2,-2,3,-3,2,4
5920,-1,0,0,0,4,-3,3
5921,-3,-1,0,0,0,0,3
5922,0,1,-1,-2,2,0,0
5924,0,-2,3,-3,2,1,2
5925,1,2,-2,0,-1,2,0
5926,4,-3,-1,0,4,-3,5
5927,2,-2,3,-2,1,1,5
5928,0,0,0,0,0,0,3
5929,0,0,0,0,0,0,3
5930,0,2,-3,2,1,-2,4
5931,0,-3,-1,0,0,4,3
5932,-3,3,0,-2,-1,3,0
5933,0,-3,0,-1,0,0,3
5934,-1,-2,3,-2,-1,3,2
5935,1,-2,-1,0,0,0,3
5936,-1,1,0,0,0,-2,3
5937,-2,1,-2,3,-3,3,4
5938,0,-2,2,1,0,-1,3
