CUSTNO,사치품_구매횟수 등급,일용품_구매횟수 등급,선매품_구매횟수 등급,사치품_구매액 등급,일용품_구매액 등급,선매품_구매액 등급,전체_구매횟수 등급,전체_구매액 등급
5061,5,6,5,10,7,5,7,6
5062,4,10,1,3,6,1,2,9
5063,4,10,2,4,10,3,5,10
5064,11,4,6,11,8,7,9,4
5065,11,3,8,11,1,8,4,3
5066,3,9,5,5,8,5,8,10
5067,11,6,5,11,7,5,6,6
5068,10,5,5,10,7,5,6,5
5069,11,9,5,11,10,5,8,10
5070,11,4,10,11,8,9,9,4
5071,10,3,6,4,3,6,5,3
5072,10,7,5,5,3,4,4,8
5073,4,6,2,4,7,4,4,5
5074,10,6,4,5,5,4,4,6
5075,11,3,6,11,3,5,5,3
5076,11,9,3,11,5,3,3,10
5078,11,8,4,11,5,3,3,9
5079,1,9,1,2,7,1,1,8
5080,11,8,7,11,6,7,8,9
5081,11,8,3,11,7,4,5,8
5082,3,8,5,3,8,4,5,9
5083,3,9,4,4,8,3,4,9
5084,11,4,9,11,5,9,7,5
5085,11,6,8,11,10,9,10,6
5086,4,8,3,5,8,4,5,8
5087,10,1,6,10,5,8,7,1
5088,2,10,1,2,4,1,1,9
5089,11,6,10,11,5,10,8,7
5090,11,6,11,11,9,11,10,7
5091,3,8,1,3,7,2,2,8
5092,4,9,3,4,10,4,6,9
5093,11,2,11,11,8,11,10,2
5094,2,2,3,3,2,3,3,2
5095,11,5,9,11,7,8,9,6
5096,1,9,1,2,3,2,2,9
5098,3,4,4,3,1,3,2,4
5099,2,7,1,2,4,1,2,6
5100,11,7,9,11,9,9,10,7
5101,11,1,9,11,3,8,6,1
5102,10,5,9,10,3,8,6,5
5103,2,8,2,3,10,4,4,8
5104,4,4,6,5,3,6,6,4
5105,4,10,3,4,9,3,4,10
5106,5,8,4,5,4,4,4,8
5107,4,8,3,3,2,1,2,8
5108,3,3,6,5,9,7,9,3
5109,11,2,9,11,2,8,5,2
5110,11,3,7,11,3,7,6,3
5111,1,1,3,1,1,2,1,1
5112,10,2,9,5,3,9,6,2
5113,4,5,1,4,3,2,2,4
5114,4,8,2,3,7,3,3,7
5115,3,8,1,3,8,2,3,7
5116,10,7,7,5,7,8,8,7
5117,11,3,9,11,7,8,9,3
5118,11,7,9,11,8,9,9,7
5119,10,4,9,10,8,9,9,4
5120,3,7,4,2,3,3,3,7
5121,3,1,4,5,1,4,3,1
5122,11,2,7,11,6,6,7,2
5123,11,4,7,11,6,7,8,4
5124,1,10,1,2,9,2,2,9
5125,11,1,8,11,3,8,6,1
5126,11,2,9,11,2,9,5,2
5127,2,10,1,2,5,2,2,9
5128,5,2,7,2,4,7,5,2
5129,11,2,5,11,7,4,5,2
5130,11,1,8,11,1,8,4,1
5131,11,3,7,11,9,8,10,3
5132,2,8,1,2,6,2,2,6
5133,4,1,4,2,2,5,4,1
5134,10,1,5,10,5,5,6,1
5135,11,5,7,11,6,7,8,5
5136,10,4,6,5,1,6,4,5
5137,10,3,5,10,4,5,5,3
5138,11,2,9,11,4,9,7,2
5139,11,7,5,11,5,5,6,7
5140,11,2,11,11,10,11,10,2
5141,11,2,9,11,4,10,7,2
5142,2,9,1,1,6,1,1,8
5143,2,8,3,3,3,3,3,8
5144,1,10,1,1,2,1,1,10
5145,11,6,7,11,10,7,10,6
5146,1,9,3,1,1,3,1,9
5147,11,2,7,11,4,7,7,2
5148,5,3,3,5,2,2,3,3
5149,11,2,8,11,7,7,9,2
5150,5,7,3,5,3,2,3,6
5151,5,7,4,5,8,4,5,6
5152,4,1,6,4,1,6,4,1
5153,10,5,6,10,6,5,6,5
5154,11,2,9,11,5,9,7,3
5155,3,8,4,2,3,1,1,8
5156,5,2,5,5,2,5,4,2
5157,11,2,6,11,5,7,7,2
5158,2,8,1,2,1,1,1,8
5159,2,8,1,2,5,2,2,8
5160,11,3,5,11,2,5,4,3
5161,5,8,5,10,6,5,6,8
5162,11,6,8,11,7,7,8,6
5163,11,6,8,11,10,10,10,7
5164,11,4,9,11,5,9,8,4
5165,1,10,1,1,7,1,1,9
5166,1,8,2,1,1,2,1,7
5167,2,6,1,2,3,2,2,6
5168,10,7,8,3,6,8,7,7
5169,4,9,6,4,10,6,9,10
5170,11,1,9,11,4,10,7,1
5171,3,8,3,4,6,4,4,8
5172,2,6,1,3,3,1,1,5
5173,5,5,6,5,3,5,5,5
5174,10,6,3,10,4,4,4,6
5175,11,1,7,11,3,8,6,1
5176,10,7,5,5,6,4,5,8
5177,5,9,2,3,6,2,3,9
5178,5,8,4,10,9,5,8,9
5179,11,5,11,11,10,11,10,5
5180,11,2,7,11,4,7,6,2
5181,3,8,4,2,3,3,3,9
5182,4,7,4,4,5,4,4,7
5183,11,4,10,11,4,8,7,4
5184,2,9,1,2,3,1,2,9
5185,11,3,8,11,8,9,9,4
5186,10,1,5,10,3,5,5,1
5187,2,10,1,3,8,2,3,9
5188,11,5,8,11,8,8,9,6
5189,3,6,5,2,2,4,3,7
5190,11,3,7,11,8,8,9,3
5191,5,1,5,5,3,5,5,1
5192,11,4,11,11,9,11,10,5
5193,11,4,7,11,4,6,6,4
5194,1,6,3,1,4,2,2,6
5195,2,5,3,1,1,3,2,4
5196,2,8,2,3,8,3,4,8
5197,4,8,5,5,10,6,10,9
5198,11,5,5,11,6,6,7,5
5200,5,8,2,5,9,4,5,8
5201,11,2,10,11,4,10,7,2
5202,1,9,1,1,8,1,1,8
5203,1,7,1,2,1,1,1,7
5204,11,4,6,11,5,5,5,4
5205,1,8,1,1,5,2,2,7
5206,10,2,6,10,4,5,5,2
5207,3,8,1,4,9,1,2,7
5208,5,9,3,5,8,4,4,10
5209,2,3,3,3,2,3,3,3
5210,3,9,3,4,8,3,4,9
5211,3,9,2,3,2,2,2,8
5212,11,3,7,11,5,8,7,3
5213,1,8,2,2,6,1,2,7
5214,10,5,7,10,7,7,8,6
5215,2,4,2,2,3,2,2,4
5216,5,4,4,10,6,5,6,4
5217,1,9,2,1,3,2,1,9
5218,11,1,9,11,1,8,4,1
5219,11,5,4,11,1,1,1,5
5220,11,5,6,11,7,6,8,5
5221,10,1,7,10,4,7,6,1
5222,11,1,6,11,3,7,5,1
5223,3,9,1,3,8,1,2,9
5224,1,3,1,1,3,1,1,2
5225,1,10,3,1,10,2,2,10
5226,11,2,6,11,5,6,6,2
5227,3,10,2,4,10,2,3,10
5228,3,6,4,4,2,3,3,6
5229,10,4,9,4,7,9,8,4
5230,11,6,6,11,9,7,9,7
5231,11,5,9,11,8,8,9,6
5232,3,8,3,3,8,3,4,8
5233,5,1,6,4,2,4,4,1
5234,11,3,7,11,7,7,8,4
5235,5,5,2,4,7,3,4,5
5236,10,7,9,5,8,9,9,8
5237,5,7,1,4,4,3,3,6
5238,10,9,2,5,6,2,2,9
5239,1,8,2,1,3,1,1,7
5240,2,9,4,3,4,3,3,9
5241,3,7,2,3,5,3,3,7
5242,11,2,6,11,5,6,6,2
5243,11,4,7,11,9,7,9,5
5244,11,5,7,11,3,7,6,5
5245,11,5,6,11,7,6,8,5
5246,3,6,3,4,2,3,3,6
5247,5,4,6,4,8,6,8,4
5248,5,8,5,10,9,6,9,9
5249,5,6,5,5,8,5,7,6
5250,3,10,2,1,3,2,2,10
5251,10,8,4,5,8,4,5,8
5252,11,3,6,11,4,6,6,3
5253,5,8,4,5,7,4,5,8
5254,11,3,10,11,7,10,9,3
5255,11,1,7,11,5,8,7,1
5256,1,4,1,2,5,2,2,3
5257,11,1,7,11,6,8,8,1
5258,3,10,2,4,10,4,5,10
5259,10,2,8,10,6,7,7,2
5260,1,9,1,3,8,2,3,8
5261,5,7,2,3,4,2,2,7
5262,11,8,4,11,9,5,7,8
5263,11,5,9,11,10,9,10,6
5264,11,1,6,11,2,6,4,1
5265,1,10,2,1,10,2,2,10
5266,3,8,3,5,7,4,5,8
5267,11,6,7,11,6,8,8,6
5268,11,9,3,11,3,2,3,9
5269,2,10,2,2,6,2,2,10
5270,3,8,1,2,2,1,1,7
5271,11,6,5,11,5,4,5,6
5272,5,7,4,3,4,4,4,8
5273,1,5,1,2,4,1,1,4
5274,11,6,5,11,10,3,5,7
5275,11,1,10,11,1,10,4,1
5276,11,3,7,11,7,8,8,3
5277,5,5,7,4,6,6,7,5
5278,11,3,11,11,10,11,10,4
5279,2,9,1,2,2,1,1,8
5280,2,10,2,3,4,2,3,10
5281,2,7,2,2,5,2,3,6
5282,1,9,1,3,9,3,3,9
5283,5,2,1,5,5,2,3,2
5284,5,10,8,10,10,8,10,10
5285,2,10,2,4,10,3,4,10
5286,11,2,6,11,4,7,7,2
5287,11,3,8,11,5,9,7,3
5288,1,10,1,1,3,1,1,10
5289,11,1,9,11,4,9,7,1
5290,1,9,4,1,8,2,2,10
5291,4,6,6,4,5,5,6,6
5292,2,10,3,3,5,2,3,10
5293,5,3,5,5,4,5,6,3
5294,11,7,6,11,7,6,8,7
5295,2,10,2,3,10,3,4,9
5296,10,2,6,10,5,6,6,2
5297,2,8,3,1,2,3,2,8
5298,1,9,3,2,1,3,2,9
5299,3,1,2,2,1,2,2,1
5300,11,1,8,11,6,9,8,2
5301,2,10,1,3,9,1,2,10
5302,3,6,4,2,1,2,1,6
5303,1,10,1,1,7,1,1,10
5304,11,9,6,11,10,5,9,10
5305,5,6,6,5,5,7,7,7
5306,1,10,1,1,4,1,1,10
5307,11,2,9,11,10,9,10,2
5308,1,1,1,1,1,1,1,1
5309,4,8,2,3,7,3,3,8
5310,1,8,3,1,8,2,1,8
5311,2,1,3,3,3,4,4,1
5312,2,7,2,2,5,2,2,7
5313,11,6,10,11,8,10,10,7
5314,11,4,6,11,9,6,9,4
5315,11,1,11,11,4,11,7,1
5316,3,5,1,2,1,2,2,4
5317,5,8,1,4,9,1,1,8
5318,1,8,2,2,7,2,2,7
5319,11,5,9,11,8,8,9,5
5320,11,4,10,11,8,8,9,4
5321,11,2,8,11,4,9,7,2
5322,1,7,2,1,1,1,1,6
5323,1,8,2,2,6,1,2,7
5325,11,2,4,11,1,5,4,2
5326,10,2,6,5,7,7,8,2
5327,11,4,6,11,6,6,7,4
5328,2,5,2,2,4,4,3,5
5329,11,1,10,11,2,9,5,1
5330,10,9,2,10,10,4,7,9
5331,2,9,1,3,4,1,2,8
5332,2,6,1,2,7,2,2,6
5333,4,5,4,4,7,4,5,4
5334,2,4,2,3,1,3,2,4
5335,11,1,10,11,7,9,9,1
5336,11,2,8,11,2,9,5,2
5337,11,5,5,11,4,5,5,5
5338,5,4,6,4,5,5,6,4
5339,1,9,2,1,5,2,2,9
5340,4,7,6,4,9,6,8,7
5341,3,10,1,3,8,1,2,10
5342,1,10,3,1,10,3,1,10
5343,11,2,8,11,4,8,7,2
5344,11,7,6,11,7,7,8,8
5345,11,3,7,11,4,7,6,3
5346,11,5,8,11,8,8,9,5
5347,5,3,5,3,7,4,5,3
5348,1,10,2,1,8,1,1,9
5349,11,7,5,11,4,4,5,7
5350,11,3,9,11,6,8,8,3
5351,3,9,1,2,7,1,2,9
5352,10,2,5,5,4,5,5,2
5353,10,4,6,10,5,7,7,4
5354,11,2,9,11,7,8,9,2
5355,11,3,8,11,7,8,8,3
5356,2,9,3,2,5,2,2,9
5357,4,7,2,4,5,3,3,7
5358,10,3,7,10,4,7,6,3
5359,11,2,6,11,3,6,5,2
5360,1,9,1,1,5,1,1,8
5361,11,2,10,11,2,10,5,2
5362,5,10,3,5,9,4,5,10
5363,10,7,3,10,7,3,4,7
5364,4,10,4,2,6,3,3,10
5365,1,7,1,2,2,1,2,6
5366,5,3,6,5,5,6,6,3
5367,11,2,10,11,7,8,8,2
5368,3,8,2,4,9,3,4,7
5369,10,1,9,5,5,8,7,1
5370,2,9,1,2,1,1,1,8
5371,2,8,2,3,8,3,3,8
5372,10,4,4,10,6,5,5,4
5373,11,7,4,11,10,5,8,8
5374,11,1,9,11,2,9,5,1
5375,10,2,4,5,6,5,6,1
5376,5,2,6,10,2,6,5,2
5377,4,8,5,3,2,5,4,9
5378,5,1,5,4,3,5,5,1
5379,3,10,2,3,4,2,3,10
5380,2,9,1,2,1,2,1,9
5381,5,8,4,5,5,4,5,8
5382,4,5,2,4,1,3,3,5
5383,5,3,6,5,3,7,6,3
5384,3,9,4,4,9,4,6,10
5385,3,2,2,3,1,2,2,1
5386,2,9,3,3,3,2,3,10
5387,11,4,7,11,6,8,8,5
5388,2,8,3,2,1,1,1,8
5389,11,7,5,11,8,5,7,7
5390,5,2,4,5,2,4,4,2
5391,3,10,2,4,10,2,3,10
5392,11,8,10,11,8,8,9,9
5393,3,8,5,3,1,5,3,9
5394,11,2,6,11,3,6,5,2
5395,10,7,6,10,8,7,9,7
5396,5,6,5,5,5,6,6,7
5397,3,6,3,4,4,4,4,6
5398,3,8,4,4,10,4,6,9
5399,10,3,9,10,6,8,8,3
5400,11,3,8,11,6,8,8,3
5401,11,2,10,11,1,9,4,2
5402,11,8,4,11,10,6,9,9
5403,11,2,9,11,2,9,6,3
5404,3,10,1,3,9,1,2,10
5405,10,3,5,10,4,6,6,3
5406,11,3,9,11,6,9,8,4
5407,10,2,6,4,4,6,6,2
5408,3,2,2,4,2,3,3,2
5409,1,4,1,1,1,1,1,3
5410,11,2,9,11,7,8,9,2
5411,11,6,9,11,4,9,7,6
5412,11,2,10,11,3,6,5,2
5413,5,1,4,5,2,5,4,1
5414,11,5,10,11,3,9,6,5
5415,1,8,3,1,2,2,1,8
5416,11,7,7,11,9,7,10,7
5417,3,3,1,2,1,1,1,2
5418,5,3,6,5,5,5,6,3
5419,1,9,2,2,5,2,2,8
5420,4,6,4,5,6,4,5,7
5421,2,7,1,1,5,2,2,6
5422,11,3,5,11,6,5,6,3
5423,4,2,8,5,4,8,7,3
5424,4,6,1,2,1,1,1,5
5425,11,7,8,11,9,8,10,8
5426,4,9,3,3,5,3,4,9
5427,5,1,5,2,1,5,3,1
5428,1,3,5,1,4,3,1,3
5429,11,1,7,11,3,8,6,1
5430,5,7,4,5,5,4,4,7
5431,11,1,6,11,1,6,4,1
5432,1,9,2,1,3,1,1,8
5433,11,9,2,11,9,4,5,10
5434,11,1,7,11,4,8,7,1
5435,5,7,6,5,8,5,7,8
5436,11,4,11,11,3,11,6,4
5437,4,8,1,4,3,2,3,8
5438,10,5,3,10,10,5,9,4
5439,11,1,10,11,1,10,4,1
5440,3,2,5,2,3,5,4,2
5441,10,4,7,10,5,7,7,5
5442,3,9,1,2,4,1,1,8
5443,4,2,6,5,3,6,5,2
5444,11,5,10,11,6,10,8,5
5445,2,6,1,2,1,2,2,5
5446,11,4,8,11,7,7,8,4
5447,11,5,8,11,10,9,10,5
5448,11,5,10,11,5,10,8,5
5449,11,4,6,11,7,5,7,4
5450,3,9,3,4,9,4,5,9
5451,11,1,7,11,3,8,6,1
5452,11,3,8,11,8,9,9,3
5453,10,4,11,10,6,11,8,4
5454,10,8,6,4,10,7,10,9
5455,11,3,9,11,8,9,9,4
5456,11,1,9,11,3,9,6,1
5457,1,9,1,3,9,2,3,9
5458,11,2,8,11,7,9,9,2
5459,5,4,4,5,4,5,5,3
5460,2,7,3,2,2,3,3,7
5461,5,5,4,5,5,5,5,5
5462,1,10,1,1,10,3,2,10
5463,11,6,11,11,4,11,7,7
5464,11,2,8,11,5,6,7,2
5465,4,9,2,5,10,4,5,8
5466,3,5,3,3,2,2,2,5
5467,11,4,8,11,4,8,6,4
5468,1,8,1,1,3,1,1,6
5469,11,5,6,11,5,5,5,6
5470,2,10,2,3,10,3,4,10
5471,11,2,7,11,4,6,6,2
5472,11,3,7,11,5,8,8,3
5473,3,7,2,2,2,1,1,7
5474,11,1,8,11,4,7,7,1
5475,3,9,1,3,7,1,2,8
5476,1,10,1,1,8,2,2,10
5477,11,4,8,11,4,7,6,4
5478,11,3,5,11,7,3,4,3
5479,11,5,5,11,7,4,5,5
5480,11,2,11,11,6,11,8,2
5481,2,10,1,2,9,2,2,9
5482,2,4,2,2,2,3,3,4
5483,11,3,10,11,10,10,10,3
5484,2,10,1,1,10,1,1,10
5485,10,2,6,5,2,6,4,2
5486,11,5,8,11,1,8,3,6
5487,4,1,4,4,2,4,4,1
5488,5,3,6,3,1,5,2,3
5489,3,9,3,4,6,3,4,10
5490,5,5,3,5,1,4,3,5
5491,1,10,1,1,9,2,2,10
5492,10,2,5,4,3,4,4,2
5493,3,4,3,3,1,3,2,3
5494,2,3,1,1,3,1,1,2
5495,1,10,1,1,5,2,1,9
5496,3,8,1,2,5,1,1,8
5497,5,4,5,5,7,5,6,4
5498,4,4,3,4,2,3,3,4
5499,2,9,2,1,4,1,1,9
5500,11,3,9,11,6,9,8,3
5501,3,8,2,3,5,3,3,8
5502,11,6,10,11,6,7,8,7
5503,10,7,5,10,1,5,4,7
5504,1,5,4,2,2,2,2,4
5505,3,10,3,3,3,3,3,10
5506,11,7,4,11,9,4,6,7
5507,1,7,1,1,10,3,2,6
5508,11,2,8,11,9,9,10,2
5509,10,6,5,10,6,6,7,7
5510,4,9,4,4,4,4,4,9
5511,11,9,3,11,10,4,6,10
5512,4,6,5,3,5,5,5,7
5513,11,8,11,11,10,11,10,9
5514,11,6,7,11,5,7,7,6
5515,11,4,8,11,3,8,6,4
5516,10,8,1,10,8,4,5,7
5517,3,4,5,3,3,5,5,4
5518,11,6,6,11,6,6,7,6
5519,11,5,7,11,9,8,9,5
5520,4,10,5,5,10,5,8,10
5521,2,7,2,2,5,3,3,7
5522,11,3,10,11,6,9,8,4
5523,5,4,7,10,1,6,4,4
5524,11,3,8,11,7,8,8,3
5525,11,4,10,11,4,8,7,4
5526,3,9,4,2,5,4,3,9
5527,1,7,1,1,2,1,1,6
5528,11,4,10,11,7,10,9,4
5529,4,9,1,3,1,1,1,8
5530,5,8,3,5,6,4,4,8
5531,11,9,8,11,10,9,10,10
5532,1,8,1,1,1,1,1,7
5533,11,4,9,11,9,9,10,4
5534,11,3,6,11,7,6,8,3
5535,11,2,7,11,4,7,6,2
5536,3,5,5,3,4,5,4,5
5537,10,7,10,10,5,6,7,8
5538,10,5,5,10,6,5,6,5
5539,4,10,3,4,9,4,5,10
5540,3,6,1,3,5,2,3,5
5541,2,10,1,3,10,1,2,10
5542,1,9,2,1,6,2,1,8
5543,11,10,6,11,10,6,10,10
5544,2,3,1,2,2,2,2,3
5545,11,6,10,11,9,10,10,6
5546,2,10,1,2,7,1,1,9
5547,1,8,1,3,7,4,5,7
5548,11,4,7,11,7,8,8,4
5549,5,9,1,5,6,3,3,8
5550,10,4,7,5,3,7,6,4
5551,11,9,9,11,10,9,10,10
5552,2,6,3,1,2,2,1,5
5553,11,1,6,11,4,6,6,1
5554,4,3,4,4,1,4,3,3
5555,2,10,4,1,2,1,1,10
5556,1,9,3,2,6,3,3,9
5557,4,2,3,4,2,3,3,2
5558,11,1,8,11,2,7,5,1
5559,11,2,10,11,4,10,7,2
5560,4,4,5,4,5,5,6,4
5561,1,8,1,1,2,2,1,7
5562,10,7,3,5,7,3,4,7
5563,11,6,5,11,5,5,6,6
5564,1,9,2,1,3,1,1,8
5565,3,9,1,4,8,1,1,8
5566,10,1,5,10,6,5,6,1
5567,11,1,9,11,1,8,4,1
5568,10,1,4,5,1,3,3,1
5569,3,1,6,2,1,5,3,1
5570,2,8,3,3,4,3,3,8
5571,11,4,5,11,2,5,4,4
5572,11,3,10,11,10,10,10,4
5573,3,10,2,3,10,3,4,10
5574,10,7,6,10,6,4,5,7
5575,2,1,1,4,2,4,3,1
5576,11,7,7,11,3,8,6,8
5577,4,1,4,4,1,3,3,1
5579,10,1,5,10,2,4,4,1
5580,10,2,6,3,1,6,4,2
5581,11,4,10,11,9,10,10,4
5582,2,8,1,1,7,2,1,7
5583,4,2,5,4,3,4,4,2
5584,3,8,1,3,4,1,1,8
5585,11,5,8,11,3,7,6,5
5586,11,2,11,11,6,11,8,2
5587,11,3,8,11,5,8,8,3
5588,11,1,10,11,3,10,6,1
5589,4,7,4,2,2,2,2,7
5590,1,10,2,1,6,2,2,10
5591,11,5,9,11,6,8,8,5
5592,2,2,2,1,1,1,1,1
5593,5,10,1,5,10,2,3,10
5594,1,10,1,1,9,2,1,9
5595,11,2,8,11,7,8,8,3
5596,3,6,3,3,7,2,3,5
5597,3,10,1,5,8,3,4,9
5598,2,1,2,2,1,3,2,1
5599,11,5,11,11,9,11,10,6
5600,11,1,9,11,5,9,8,1
5601,3,8,2,3,1,1,2,8
5602,2,7,3,2,3,3,3,7
5603,10,5,9,10,9,8,10,5
5604,11,1,8,11,2,7,5,1
5605,11,1,6,11,4,6,6,1
5606,1,8,1,1,2,2,1,8
5607,2,10,5,1,2,4,2,10
5608,11,10,11,11,1,11,5,10
5609,1,9,1,1,1,1,1,8
5611,11,7,9,11,9,6,9,8
5612,10,8,5,5,7,5,6,9
5613,11,5,8,11,8,9,9,5
5614,11,1,6,11,4,7,6,1
5615,3,9,5,2,8,4,4,10
5616,2,10,3,3,10,3,3,10
5617,1,8,2,1,1,1,1,8
5618,10,3,8,5,5,9,8,3
5619,1,5,2,2,1,2,2,5
5620,11,4,10,11,6,10,8,4
5621,11,3,4,11,1,4,4,3
5622,4,4,4,5,3,3,4,4
5623,1,10,1,1,1,2,1,10
5624,2,9,2,1,4,1,1,9
5625,11,1,6,11,6,7,8,1
5626,11,7,10,11,10,9,10,8
5627,10,4,6,5,7,5,6,4
5628,11,2,10,11,3,9,6,2
5629,2,7,4,2,2,4,3,7
5630,3,8,2,2,1,2,1,8
5631,11,3,4,11,3,5,5,3
5632,11,9,5,11,7,5,6,10
5633,11,2,6,11,7,6,8,2
5634,4,8,3,4,8,3,4,9
5635,10,3,7,4,9,8,10,3
5636,4,1,4,2,1,4,3,1
5637,4,2,4,3,1,3,3,2
5638,2,7,2,3,4,3,3,7
5639,3,9,2,3,4,2,2,9
5640,11,3,10,11,9,10,10,3
5641,11,6,6,11,9,6,9,7
5642,1,6,1,2,4,1,1,5
5643,2,8,1,3,1,1,1,7
5644,2,8,1,3,8,3,3,6
5645,2,10,1,1,2,1,1,10
5646,5,2,7,10,3,7,6,2
5647,2,8,2,2,4,3,3,8
5648,3,6,1,4,5,2,3,5
5649,10,2,6,5,6,5,7,2
5650,11,3,6,11,7,6,8,3
5651,1,2,4,2,3,3,3,2
5652,11,8,3,11,8,4,5,8
5653,11,2,7,11,4,8,7,2
5654,3,8,4,5,9,5,7,8
5655,4,6,3,5,5,4,4,5
5656,11,7,8,11,10,8,10,8
5657,2,5,2,2,5,3,3,5
5658,1,7,2,1,4,2,2,7
5659,11,6,11,11,9,11,10,6
5660,11,1,7,11,4,7,6,1
5661,4,4,3,4,3,4,4,3
5662,2,4,2,1,8,4,3,4
5663,3,3,1,2,1,1,1,2
5664,2,7,1,3,7,3,3,6
5665,11,1,11,11,7,11,9,1
5666,5,9,4,3,9,4,5,10
5667,10,1,6,4,1,5,3,1
5668,11,3,8,11,6,6,7,3
5669,3,6,4,2,2,4,3,6
5670,4,8,1,3,4,2,3,8
5671,1,8,4,1,8,3,2,8
5672,11,7,8,11,8,7,9,7
5673,3,8,5,3,9,5,6,9
5674,3,5,5,4,6,6,7,5
5675,5,2,8,4,5,9,7,3
5676,11,3,5,11,3,5,5,3
5677,11,2,11,11,8,11,9,3
5678,1,8,4,2,6,4,4,8
5679,3,8,2,3,1,1,1,8
5680,5,3,5,3,3,5,4,2
5681,1,8,1,1,8,1,1,7
5682,2,9,3,2,8,3,3,9
5683,2,8,3,2,1,1,1,8
5684,10,7,6,10,10,7,10,7
5685,11,5,6,11,7,6,8,5
5686,4,10,2,4,2,1,1,10
5687,3,7,1,4,9,3,4,6
5688,5,2,10,5,2,10,6,2
5689,11,4,9,11,2,9,6,5
5690,5,4,3,3,3,2,3,4
5691,3,5,1,2,1,1,1,4
5692,11,3,7,11,6,7,8,3
5693,10,10,3,10,10,3,4,10
5694,1,10,3,1,7,3,1,10
5695,11,7,4,11,9,4,6,7
5696,5,5,6,10,4,5,5,5
5697,1,9,3,1,6,2,1,8
5698,1,9,1,3,5,2,2,7
5699,1,10,2,1,4,1,1,10
5700,11,2,10,11,3,9,6,2
5701,11,4,7,11,3,8,6,4
5702,1,9,2,1,4,3,1,7
5703,2,9,2,3,9,3,4,9
5705,4,2,5,5,4,5,5,2
5706,11,1,10,11,2,9,5,1
5707,3,10,1,2,9,2,3,10
5708,2,8,3,2,3,2,2,8
5709,11,1,9,11,3,9,6,1
5710,5,9,3,4,8,4,4,9
5711,4,9,4,5,3,3,3,10
5712,3,5,4,3,3,4,4,5
5713,5,8,4,4,3,3,4,9
5714,11,1,7,11,4,7,6,1
5715,1,7,2,1,1,2,1,7
5716,1,9,2,2,3,2,2,8
5717,4,10,3,3,10,2,3,10
5718,11,5,8,11,6,9,8,5
5719,11,2,8,11,4,9,7,2
5720,11,5,10,11,1,4,1,5
5721,4,7,4,4,7,4,5,7
5722,3,10,4,3,10,5,7,10
5723,10,1,7,4,2,5,4,1
5724,4,10,1,4,9,2,3,10
5725,1,8,2,1,6,2,1,8
5726,3,10,1,2,6,1,1,9
5727,5,8,1,4,8,1,2,7
5728,4,3,5,4,6,6,7,3
5729,11,6,8,11,9,6,9,6
5730,3,10,2,2,9,3,3,10
5731,10,9,3,10,2,4,3,9
5732,5,8,4,10,8,5,8,9
5733,11,2,8,11,3,9,6,2
5734,11,1,7,11,5,8,7,1
5735,10,4,8,10,9,9,10,4
5736,3,8,3,4,7,2,3,8
5737,11,2,9,11,4,8,7,2
5738,11,4,6,11,5,6,7,5
5739,2,6,3,1,2,3,2,6
5740,1,9,3,1,5,2,1,8
5741,11,3,9,11,3,9,6,3
5742,1,4,3,1,4,3,2,4
5743,10,4,7,10,8,6,8,4
5744,10,2,6,2,1,6,4,2
5745,11,2,10,11,2,9,6,2
5746,5,8,4,4,6,4,5,8
5747,1,10,3,1,10,1,1,10
5748,11,2,9,11,7,8,9,2
5749,11,10,6,11,10,8,10,10
5750,5,5,6,5,4,6,6,5
5751,1,10,1,1,9,1,1,9
5752,2,8,3,2,8,4,4,8
5753,2,8,2,2,9,3,4,8
5754,2,9,2,2,6,2,2,9
5755,11,5,9,11,9,8,10,6
5756,11,6,10,11,6,9,8,6
5757,5,2,6,4,4,5,5,2
5758,10,7,6,10,5,6,6,8
5759,11,9,3,11,3,1,2,9
5760,3,10,1,3,5,1,1,9
5761,2,7,4,2,3,4,3,6
5762,1,10,1,1,4,1,1,9
5763,11,4,8,11,8,9,9,4
5764,11,6,7,11,10,9,10,6
5765,10,8,9,5,8,7,9,9
5766,10,1,5,5,4,6,6,1
5767,11,4,6,11,4,6,6,4
5768,2,9,4,2,6,3,3,9
5769,11,4,10,11,9,9,10,4
5770,3,10,1,3,8,2,3,9
5771,11,9,8,11,10,8,10,10
5772,11,2,9,11,5,9,8,2
5773,10,9,3,10,10,5,8,9
5775,4,9,2,4,10,4,6,9
5776,11,1,8,11,2,8,5,1
5777,11,6,5,11,10,6,10,7
5778,11,1,8,11,5,8,7,1
5780,11,3,7,11,6,7,8,3
5781,3,6,3,4,3,4,4,5
5782,11,5,9,11,1,8,5,5
5783,5,4,5,4,5,5,6,4
5784,3,7,3,2,6,2,3,6
5785,11,4,8,11,9,8,10,4
5786,10,2,7,5,7,6,7,2
5787,1,7,4,1,7,4,2,7
5788,11,3,9,11,3,9,6,3
5789,11,5,6,11,5,6,6,5
5790,4,9,3,5,8,4,5,9
5791,1,10,1,1,8,1,1,10
5792,5,9,2,5,6,2,3,9
5793,1,7,2,2,1,2,2,6
5794,3,9,2,3,2,2,3,8
5795,11,2,7,11,5,6,6,2
5796,11,3,11,11,4,11,7,3
5797,3,10,2,3,10,2,2,10
5798,11,7,6,11,8,6,8,7
5799,11,2,5,11,5,6,7,2
5800,11,3,10,11,5,10,7,3
