CUSTNO,Monetary_의류/이미용_고가_증감여부_q2_q1,Monetary_의류/이미용_고가_증감여부_q3_q2,Monetary_의류/이미용_고가_증감여부_q4_q3,Monetary_의류/이미용_고가_증감여부_q5_q4,Monetary_의류/이미용_고가_증감여부_q6_q5,Monetary_의류/이미용_고가_증감여부_q7_q6,Monetary_의류/이미용_고가_증감여부_q8_q7,Monetary_의류/이미용_고가_q2_q1_로그변환,Monetary_의류/이미용_고가_q3_q2_로그변환,Monetary_의류/이미용_고가_q4_q3_로그변환,Monetary_의류/이미용_고가_q5_q4_로그변환,Monetary_의류/이미용_고가_q6_q5_로그변환,Monetary_의류/이미용_고가_q7_q6_로그변환,Monetary_의류/이미용_고가_q8_q7_로그변환
745,0,4,1,0,0,4,4,0.0,14.213734448354344,-14.213734448354344,0.0,0.0,13.240286408658845,13.966637842488801
746,3,3,1,4,2,1,4,13.047578039954798,12.407276518898225,-13.614754584910534,12.938205424807794,-12.785351364169532,-12.02591084752262,13.774523701681714
747,2,3,2,2,4,3,3,-14.192231536821957,11.296970761953549,-12.376726082502985,-11.975625729985506,14.282124799353548,14.184307936009484,14.765988197297014
748,3,1,4,2,2,4,3,13.416435857744428,-14.266938550817084,12.956116180871536,-11.458629059684155,-11.860109011174714,14.278876851362373,14.456714269391297
749,1,0,4,1,4,1,0,-10.868835367007039,0.0,11.029633902590618,-11.029633902590618,11.233691096321973,-11.233691096321973,0.0
750,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.070641354819434,-10.070641354819434
751,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,1,4,1,4,4,3,1,-13.172297728700876,13.831656996204428,-13.869367679331054,13.087872567936005,13.64059370130802,14.202044411058797,-14.43523309851466
753,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,1,2,4,1,3,1,3,-14.160413483953512,-12.340409880107384,14.653966160404053,-14.743587153168331,13.000129660857834,-13.2300470372996,11.120087003868095
755,3,3,4,2,1,4,4,10.756977134019428,11.94082542221862,13.84908555602711,-13.54769841877376,-13.02290971549969,12.05553490341467,13.877022616005016
756,4,3,1,0,4,1,4,13.025673438104992,12.174968965519854,-13.381326072653826,0.0,12.569605352879792,-12.395228790707792,11.664347079880697
757,3,4,1,3,4,3,3,11.675222937845218,14.530689188368816,-14.733269501560612,12.316092846073984,14.672131875657849,14.026526720139772,13.95823546085395
758,4,1,4,3,3,2,1,15.10633521882777,-15.428726241445434,13.869117660366086,14.160148861645315,14.234584704086835,-13.96989808071251,-14.722870024211412
759,3,1,4,2,4,2,3,9.767929830786159,-11.61667914183278,11.907200649834696,-10.697828018410341,12.66176604374432,-12.18632406255991,11.933473965953066
760,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.71398454077651,-9.71398454077651
761,0,4,1,0,0,0,4,0.0,11.308985543814183,-11.308985543814183,0.0,0.0,0.0,10.789021199171774
762,4,1,4,2,1,0,0,11.796604003502017,-11.796604003502017,12.597570542027169,-11.587073658295127,-12.14495931259977,0.0,0.0
763,1,3,3,1,4,4,2,-11.681512591734009,9.703411786753588,10.972259369461485,-11.101148608595139,11.38782288129555,13.08911756302895,-12.727154401262224
764,4,1,1,1,0,0,0,12.403063170827414,-11.922590218863128,-11.090066483056207,-10.552016275139499,0.0,0.0,0.0
765,4,2,4,2,4,3,1,13.559980785820517,-12.65841448130017,13.738780858015106,-13.174850520245057,15.615391950623197,14.406456502451261,-15.856520808574016
766,0,0,4,1,1,4,4,0.0,0.0,15.565178730973061,-15.542204979675677,-11.780318537651768,9.377536476838417,11.576062926236725
767,4,3,2,4,2,2,3,12.136796410375787,11.385911893013127,-12.014263358378178,12.740126069622074,-12.125566283455111,-11.986395553406958,10.667862304295092
768,0,4,1,0,4,4,1,0.0,10.661183079780137,-10.661183079780137,0.0,9.648569104529036,10.584541934946923,-10.915411956722641
769,1,1,0,0,4,1,4,-13.990337723895525,-12.562197937446392,0.0,0.0,15.00796567820896,-15.00796567820896,13.908577487489184
770,1,3,4,1,4,1,3,-14.666199941932128,13.168263613569787,15.475923688300622,-15.671782718558779,15.346562529755383,-15.014200975207189,13.264865493373662
771,2,3,3,2,1,4,2,-13.54413228204532,13.979261785086667,12.840699655436113,-13.38022012702268,-14.322617295062212,13.963848042949019,-13.0092064921422
772,1,4,4,1,2,3,1,-12.270451713951276,11.218014933440614,13.885761309345039,-13.534834278626478,-11.57653031458851,10.349173376408622,-12.561650237096057
773,3,4,1,2,2,4,3,10.03871757963535,14.178790579252432,-13.859967084212425,-12.472857981109776,-11.875042696543773,12.812925120699767,12.506974259768365
774,1,3,1,4,1,4,1,-13.92355210304738,8.91904649171845,-11.378943303890695,12.388616339031088,-12.388616339031088,10.986906704287241,-10.986906704287241
775,4,2,1,2,4,4,1,13.477772688692681,-12.519973146331157,-13.177831367016063,-10.709638757757098,11.676476986654437,13.073878008694184,-13.068362735987115
776,4,1,0,0,0,0,0,12.810160262305079,-12.810160262305079,0.0,0.0,0.0,0.0,0.0
777,3,3,2,1,4,4,1,9.41371981233823,9.781034461986154,-10.470615349102724,-10.078800920920878,10.6563860602742,13.02895029804096,-13.118095267119982
778,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,4,2,2,2,2,1,4,14.829059325556965,-14.172098468171779,10.096359961151636,-13.25622067349911,-11.678543344625206,-13.590655235543858,14.247759570500763
780,3,1,2,4,1,1,3,12.871053286197682,-13.0731081458419,-9.892209052707962,15.569383507040959,-15.419350631638087,-13.378734542803922,12.825624507918018
781,1,3,4,1,4,1,3,-16.074161873303904,11.193764670395948,14.462988608178257,-14.610037384551267,15.01764999077049,-15.083311493653,13.129118240184587
782,0,0,0,4,1,0,0,0.0,0.0,0.0,12.507491511893141,-12.507491511893141,0.0,0.0
783,1,4,1,4,1,4,4,-13.614232323631954,14.378435266124804,-14.318144471394577,13.248049413166779,-13.490847776060102,12.444345277708212,13.083236113713875
784,1,2,2,3,2,1,3,-15.257308991798205,-14.043288655656035,-12.977101292317956,12.946324283524818,-12.267600631727321,-13.570213058066555,10.577808019501468
785,2,4,1,2,4,1,4,-11.240899526631413,14.12737616615422,-14.119455789439693,-9.176871154580898,13.117891061398982,-13.300704556782687,12.822866543775902
786,1,3,4,3,1,4,4,-13.916871149846262,9.766107167737916,13.618128597938023,11.479451975430306,-13.778512120856703,11.628752574829042,14.775587107192843
787,1,4,1,4,4,2,1,-12.589305212117225,12.41094050258638,-12.68890996120801,11.834587763290793,13.577785670138834,-12.243920529963281,-13.234964673647712
788,3,2,3,3,1,4,3,12.034301980590442,-11.300820968388727,12.08266014981373,12.053852966382058,-13.380176975177484,11.254192430143716,11.91588848733049
789,4,4,1,2,4,1,4,13.226928725638617,14.763641274645103,-14.878034701371167,-12.09632917089277,13.107631100118631,-12.986120534368977,12.790783269322459
790,0,0,0,4,1,0,0,0.0,0.0,0.0,10.912828539316331,-10.912828539316331,0.0,0.0
791,4,1,0,4,1,1,4,10.058568327489281,-10.058568327489281,0.0,12.960150964714357,-12.8822869296753,-10.368711837781223,11.72077232478433
792,2,4,1,3,3,2,2,-11.435979659037557,14.389875019263066,-14.321094656477877,12.08111999077997,13.779854988262256,-13.790685480364605,-12.656889601740156
793,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,2,1,4,2,3,3,2,-12.626375226090419,-12.501060570057904,14.061603678733182,-12.785537943937644,12.560789911286415,12.673916067516418,-13.552133071496073
795,1,1,2,4,1,4,2,-13.92065270942328,-12.945201785265917,-10.325819135229326,15.492066036366142,-15.498653522705322,15.129648722168303,-13.518595744236533
796,2,3,4,1,4,4,1,-11.018209747211971,11.47674954610652,13.576591428385086,-13.693753913131411,11.632870021445639,13.852205912193316,-14.022132002301593
797,2,3,2,4,2,3,2,-13.33601910450958,12.977364129196726,-12.02308344931832,15.13009981583394,-14.848698753989884,13.220233748162952,-13.806213444098871
798,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,0,0,0,4,1,4,1,0.0,0.0,0.0,10.938145891726663,-10.938145891726663,13.717615403313918,-13.603800909749765
800,4,2,2,2,3,3,3,15.32798482699658,-14.551693715321703,-14.1836485335665,-12.62211449586067,10.904433724170241,13.859827206877014,13.769796688118241
801,3,1,2,3,2,4,1,14.655668757546009,-15.471764365197423,8.983222892514322,12.083237003554846,-13.469863793081508,14.718551200608179,-14.870220682850626
802,3,1,2,4,3,3,1,11.459951833276168,-12.363401124482396,-9.280825622186123,13.122401478164951,-9.437077370112004,9.750709842031759,-12.866295912079925
803,1,4,4,1,4,1,1,-11.439995834569881,11.680045423901898,12.955978687842366,-13.133041385907303,12.310187951330366,-12.278887350475244,-10.512605729607644
804,1,0,0,0,4,1,0,-11.622315598604162,0.0,0.0,0.0,10.522858031925281,-10.522858031925281,0.0
805,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,2,2,3,3,3,3,2,-6.620359515204869,-13.58364498462527,12.470009872661846,13.27506651826086,9.027461414626735,12.247197300810074,-13.537300683246327
807,2,3,2,4,3,2,2,-12.080949718798497,12.820748075914654,-12.833219075371177,13.2068633905298,12.33267745779071,-12.196381797303275,-13.051089268450033
808,4,1,4,1,3,4,1,13.116436726655369,-13.430279884255013,14.503426060890742,-14.267246663367203,13.051731921852726,14.56747743887928,-14.777888264379147
809,0,4,2,1,4,2,3,0.0,11.802704459938475,-11.036807853857475,-11.17738523606431,11.347018365073863,-9.69048631716611,11.516177975675344
810,3,2,2,2,2,4,2,14.579018021561238,-14.69897000769375,-14.421694473698155,-14.471964686255372,-12.896673934219141,14.498608957536039,-14.44665473962155
811,0,4,1,4,2,1,4,0.0,13.36976526820279,-12.997231764010275,13.671964428937923,-13.150939452376104,-12.677563889049626,13.922686999141023
812,2,4,1,3,3,3,2,-13.373010568948017,15.255733068731411,-15.186503913197985,14.7203278550916,13.145663991141491,12.294917664300193,-14.80290135337863
813,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,1,4,3,2,2,2,3,-14.829055058795769,13.614141865349788,14.01987184318358,-13.504193919102145,-13.82542740456127,-12.449957401836409,12.706666429372362
815,4,1,4,1,0,0,0,13.262750795398258,-13.058336763105455,14.370899440420438,-14.430149166388864,0.0,0.0,0.0
816,3,1,2,2,4,2,2,13.900199954338895,-14.868358883565438,-12.21679673641759,-12.183399889729325,14.445658382658026,-13.932769490067454,-13.511828634206926
817,3,3,3,3,1,4,2,14.129166579621359,-9.229600769028842,14.438878815994542,14.404378575999079,-15.519874702178615,15.104886256664807,-14.220562342571428
818,1,4,1,0,4,4,1,-10.131692057178675,10.070641354819434,-10.070641354819434,0.0,10.368711837781223,11.802744895091362,-11.9119002404328
819,2,3,1,4,3,4,1,-13.34172153489196,13.466012332765443,-14.250734307313818,13.692310249196957,13.756097702013104,15.752002195042412,-15.994927679327054
820,1,0,0,4,1,0,0,-10.409314145712651,0.0,0.0,9.110111559274136,-9.110111559274136,0.0,0.0
821,4,1,0,0,0,0,0,11.027942308068953,-11.027942308068953,0.0,0.0,0.0,0.0,0.0
822,0,0,4,1,0,0,4,0.0,0.0,10.186568034249479,-10.186568034249479,0.0,0.0,13.933226795904066
823,4,3,3,2,3,2,4,13.336046416595655,10.012127477275614,12.366942064222245,-13.163379882745808,12.859663039694944,-10.637493283442831,14.328532726048774
824,2,4,1,4,1,4,2,-9.632577834003994,12.538378789687581,-12.405705071840764,12.318627542881176,-12.708837208496103,11.870664315074736,-9.198483039782158
825,1,3,1,4,4,1,1,-13.649363105690014,10.804843081617065,-12.220696746073106,12.818267014025166,14.238054811597108,-14.307838437755398,-12.709659401866139
826,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,4,1,4,1,2,4,4,13.779292814976738,-13.615464044002627,14.561441313526618,-14.577639361753826,-11.334299104678502,12.17291017371841,15.079267320511532
828,1,4,2,2,2,1,2,-14.498965392116911,14.803974355442689,-14.279219284579899,-11.228423088028224,-13.0398534593924,-13.747054391939592,-12.122338274519533
829,0,4,1,0,0,4,1,0.0,10.63023901253035,-10.63023901253035,0.0,0.0,10.442191782501485,-10.033238040946623
830,1,0,0,0,4,2,3,-11.102446250985766,0.0,0.0,0.0,10.774166479263954,-10.184775105400773,7.847154085213769
831,0,4,1,0,0,4,1,0.0,10.070641354819434,-10.070641354819434,0.0,0.0,10.070641354819434,-10.070641354819434
832,2,3,3,3,3,2,3,-13.680681220671408,12.85981120373832,15.268380453779455,11.630201450163293,14.558500537732444,-13.936965101543219,15.18879561305181
833,4,1,4,2,4,1,3,9.452468204365886,-9.452468204365886,11.336447873786298,-10.706059351167896,11.202707634371174,-11.354417999979729,8.631651375228861
834,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,2,1,4,3,4,1,0,-12.506273076365567,-12.737680234391354,10.718818440475541,10.880799795505137,13.752008210765819,-13.851663562860717,0.0
836,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,4,1,0,0,4,1,4,10.605094005357925,-10.605094005357925,0.0,0.0,10.334811368853645,-10.334811368853645,12.29871634635565
838,3,2,3,2,3,3,3,13.50524051057854,-13.828912697824478,13.994555510879756,-13.86056370486747,-9.94227679687376,13.378626449287495,12.384437178344065
839,1,3,3,3,2,1,4,-13.124234169887659,10.106192739592405,10.560640402124749,9.419540042686812,-10.686723401143821,-10.624276962563988,11.01826952308608
840,0,0,0,4,1,0,4,0.0,0.0,0.0,12.470958770716612,-12.470958770716612,0.0,12.787960720861568
841,3,2,3,3,2,3,2,15.36969715296581,-14.336385334087613,14.538917076245863,16.26126102345731,-16.391777272393544,15.801620429050525,-15.93935506552058
842,1,2,4,1,4,2,4,-12.784674926013837,-11.10863766938194,13.82219904751429,-13.44414614897027,13.677801062915657,-12.714649769438642,14.391837442557058
843,0,0,4,1,0,0,0,0.0,0.0,9.100337553941536,-9.100337553941536,0.0,0.0,0.0
844,4,1,3,3,4,1,2,13.762324627698886,-13.614302639281995,12.909857068619802,13.907343476409643,15.462162360036611,-15.661403461904214,-12.541127426170233
845,3,2,3,1,4,1,3,13.427325143222454,-13.07229905119728,13.849367778031478,-14.319907870153036,14.65967561334849,-14.306062178988842,13.422002778211548
846,2,3,2,3,3,2,2,-14.617500660999402,14.099002141642927,-14.552418562832205,11.35245320458631,14.506781448890392,-14.351490583068598,-12.954267092144661
847,4,3,1,4,1,2,4,13.375086686523904,12.826344500185023,-13.678796632269266,15.454494398496522,-15.358743613366292,-13.000012477039313,13.660645597411406
848,2,3,3,2,2,2,3,-13.085648816429485,13.839076968803559,13.187961177855783,-13.366529277403185,-12.76134083249836,-13.925081417534608,12.922854694472578
849,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,4,1,1,3,4,1,2,13.88729288892445,-13.718395802675866,-12.537735200770715,4.853496612989557,13.963906671079128,-13.877033035690433,-11.662397264902463
851,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.421285714059287,-10.421285714059287
852,3,2,4,1,4,4,2,11.925532772926942,-12.231304921453212,13.016507713269911,-13.443668117036552,12.194344249655664,12.951489918313513,-12.72249934480475
853,0,0,0,4,1,0,0,0.0,0.0,0.0,9.908558455333287,-9.908558455333287,0.0,0.0
854,4,1,4,1,4,4,1,11.276458259974559,-11.644982666428907,12.381348249471737,-12.381348249471737,10.631068856135082,12.485493509521403,-12.447104634668468
855,1,4,2,2,3,4,2,-14.265291967622481,14.389093695353846,-13.671500091320521,-13.704694370211739,11.79506039571655,14.990501918651615,-14.675609483804992
856,4,1,4,2,2,2,1,14.094076091202904,-14.305876813273969,14.480428849111991,-13.89848616246468,-11.626132381051427,-11.869850116063315,-13.415492087755347
857,4,2,1,4,4,1,4,14.061020490843504,-13.032729688542702,-13.686009943673714,11.009727943122613,14.096878585608824,-14.157971387643297,10.71060315003524
858,4,2,3,3,2,2,4,14.405686892104285,-13.849926344537723,12.901303577308354,13.220212711458506,-13.561578338654497,-13.40410214316484,14.636758178258587
859,3,2,2,3,3,2,3,13.05189635590393,-13.426064179208424,-8.409476059413475,13.622983319721031,11.030294167721134,-13.184442998976202,12.289794592659906
860,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,1,2,4,4,1,2,1,-15.003693519078256,-12.60396542604678,13.190676993008832,14.212003808328564,-14.414125106158172,-12.483450933407159,-12.173652727366314
862,0,0,0,4,1,0,0,0.0,0.0,0.0,10.343564817200438,-10.343564817200438,0.0,0.0
863,2,1,4,3,3,1,3,-13.686421616461336,-13.855075812727979,15.068290085854315,14.927315121072875,-10.596626194540356,-15.500919503633417,13.904781378894274
864,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.657547104638473
865,2,4,1,4,1,4,1,-12.198698834099217,14.790280878375953,-14.850921945913486,13.107105431242909,-13.558648625664185,13.235126067295914,-13.146119647935405
866,2,3,3,1,4,4,1,-13.270433486693738,13.635837544829297,14.939724448583794,-15.378422912088867,13.99633849906287,15.315660221660021,-15.491501795770438
867,4,4,2,2,3,2,2,12.669857578993904,13.86264415737949,-13.328897424318736,-12.896231831786244,12.036161734042796,-12.32159050009028,-11.886307844737898
868,1,1,0,4,1,0,0,-12.170443252604533,-10.522858031925281,0.0,10.741439459948895,-10.741439459948895,0.0,0.0
869,4,2,1,3,4,1,1,12.25364339109973,-10.750387728203846,-11.952150859140945,9.43805088140355,12.562823794637996,-12.528536366582065,-10.601252186652486
870,2,3,2,2,2,4,2,-10.616337048341052,13.27007972725156,-12.162943742476024,-13.441978246126967,-12.6072481906163,13.90589701261749,-13.594995160583341
871,0,0,0,4,1,4,1,0.0,0.0,0.0,10.643301422671101,-10.643301422671101,12.373188373962353,-12.373188373962353
872,4,4,1,0,0,0,0,9.963262429405807,10.510054131420645,-10.966704342312907,0.0,0.0,0.0,0.0
873,4,4,1,0,0,4,4,10.493871286644644,12.026902809762923,-12.222366172914953,0.0,0.0,11.249267063711956,12.105850202419186
874,3,2,2,4,1,1,3,14.349424680032394,-13.640573961273788,-13.429793733016975,15.654945149882861,-15.696264387971873,-13.806919751241356,13.061818553170156
875,2,2,4,1,4,1,4,-12.47730564607574,-11.34636815417186,15.262328188957605,-15.134583629918755,14.58969679117717,-15.098892335539603,13.208222670212994
876,0,0,4,1,0,0,0,0.0,0.0,9.014169904180962,-9.014169904180962,0.0,0.0,0.0
877,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,4,3,2,3,1,2,4,15.072953010334473,15.531287774660177,-15.618179109804368,14.090357388080198,-15.223706583077085,-12.204974001272676,15.666949200372185
879,4,2,4,1,2,3,1,14.589877770500063,-13.482663893012475,15.510379975752041,-15.355854346782227,-13.393757541167897,13.505173900818939,-14.788088140996685
880,1,1,0,4,3,2,3,-11.186132870784622,-10.174324437320323,0.0,10.353226418503155,10.245078275971636,-9.738190752978753,9.817189564884378
881,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,2,1,4,3,4,1,4,-11.165525165906171,-11.906629093867496,12.696912665701,12.564952873703781,14.077212283870985,-14.442410633153218,15.295685654573274
883,3,3,2,4,1,4,3,11.284791314558825,11.499660457149297,-11.61228822598194,13.21081431148456,-13.382395846201232,12.627090483879114,13.286966591621981
884,1,3,3,3,2,2,3,-14.8428981737691,9.680501451769407,13.619848020995988,14.196570501125892,-14.365749288277334,-13.19095265442416,11.795605398440625
885,1,4,1,1,4,2,1,-12.412436175457566,14.129885389332486,-13.96851524809204,-12.002307203455937,11.85506148452818,-10.467737431671566,-11.611419950575515
886,3,2,2,4,4,3,2,13.546048038722288,-13.606572348476856,-12.916934812111839,13.933571675412244,16.73774049833851,15.115354412811223,-15.353200670984403
887,3,3,1,4,3,1,1,10.994408308239331,11.827842727242523,-12.495405519990824,13.194764627514303,13.030511753059171,-13.482312823760347,-12.531899444257382
888,0,0,4,1,4,2,1,0.0,0.0,12.568256254914054,-12.568256254914054,13.358731506975976,-11.349525388350902,-13.214753152624253
889,4,1,4,1,4,1,4,11.54244094317679,-11.85783926697498,9.7512705116663,-9.7512705116663,9.740130652729405,-9.740130652729405,9.014169904180962
890,1,3,1,4,2,3,2,-13.89159712869623,11.588262979063265,-11.895460360704467,12.806551118020277,-11.680901488378659,11.917767646317968,-11.704584265655901
891,0,4,1,4,1,4,1,0.0,12.147542763310033,-12.147542763310033,11.92007948171491,-11.92007948171491,12.147542763310033,-12.147542763310033
892,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,4,3,2,2,3,2,1,13.859473740299984,13.155431858998542,-13.804923004431005,-12.451172771817815,13.081688768905707,-12.114903397197054,-13.279258044592329
894,2,2,3,1,4,3,3,-14.287833669264758,-13.157560455198402,12.661301283814039,-14.03012664645326,14.04344900944746,14.638874415247848,15.618432928711123
895,4,4,1,4,1,2,1,10.212063352819023,12.784838407766113,-12.768897246081336,12.704858956990572,-12.659747043392102,-7.819004456102068,-10.312970285832591
896,0,0,4,1,0,0,0,0.0,0.0,11.24407570817819,-11.24407570817819,0.0,0.0,0.0
897,1,2,3,2,2,3,2,-15.629759954209732,-13.290232936336334,15.228126323054616,-15.13919056650271,-12.572728062444607,14.600257907368112,-14.699909010514583
