CUSTNO,1분기 대비2분기 증감여부,2분기 대비3분기 증감여부,3분기 대비4분기 증감여부,4분기 대비5분기 증감여부,5분기 대비6분기 증감여부,6분기 대비7분기 증감여부,7분기 대비8분기 증감여부
5398,4,3,3,3,3,2,2
5399,3,3,3,1,3,2,3
5400,3,2,3,3,2,3,2
5401,3,3,2,2,3,2,3
5402,2,4,1,3,2,3,2
5403,2,3,3,2,2,3,3
5404,4,4,2,2,2,2,1
5405,3,2,3,2,3,1,3
5406,2,2,2,3,2,3,2
5407,1,3,3,2,3,2,3
5408,2,3,3,1,3,3,3
5409,2,3,3,1,4,2,3
5410,3,2,2,2,3,2,2
5411,2,3,3,3,2,3,3
5412,4,3,1,3,4,2,3
5413,3,2,3,3,1,3,2
5414,2,2,3,3,2,3,2
5415,3,2,3,1,3,2,4
5416,3,1,3,3,3,4,1
5417,2,3,2,4,1,3,4
5418,3,1,3,3,3,2,2
5419,2,2,2,1,3,3,3
5420,4,1,3,4,2,3,2
5421,3,2,2,2,3,2,3
5422,2,3,3,1,2,4,3
5423,3,2,3,2,4,1,2
5424,3,4,1,3,3,1,2
5425,2,2,3,2,2,2,4
5426,1,3,2,2,3,3,3
5427,3,4,3,1,3,2,3
5428,3,3,4,2,4,1,4
5429,2,3,2,2,2,3,3
5430,2,1,4,2,2,3,3
5431,3,2,3,2,2,3,2
5432,4,1,3,2,4,1,3
5433,3,1,2,3,3,1,4
5434,1,3,3,3,3,2,4
5435,1,1,3,3,2,2,3
5436,2,3,1,3,2,4,1
5437,1,3,2,3,3,1,2
5438,2,3,3,1,3,2,2
5439,3,2,4,3,3,2,2
5440,4,1,4,3,2,3,3
5441,2,2,4,2,3,3,3
5442,3,1,2,3,1,3,3
5443,3,2,3,3,2,3,3
5444,3,3,3,3,2,3,2
5445,3,3,3,2,2,3,3
5446,3,2,2,3,4,1,3
5447,3,1,3,2,1,2,3
5448,3,2,4,2,2,3,2
5449,1,3,3,1,4,1,2
5450,2,3,1,3,2,3,2
5451,3,3,2,2,3,3,2
5452,3,2,2,3,4,2,3
5453,2,2,1,3,2,2,4
5454,1,3,3,4,3,1,2
5455,3,1,3,3,1,2,2
5456,2,3,3,2,2,1,3
5457,2,3,1,1,4,3,2
5458,3,1,3,1,4,3,2
5459,3,1,3,2,3,2,3
5460,2,2,1,1,4,1,4
5461,3,3,3,2,3,3,2
5462,2,3,2,3,4,2,1
5463,2,2,3,2,2,3,3
5464,1,4,2,4,1,1,4
5465,2,2,1,4,2,2,1
5466,4,1,4,2,3,4,1
5467,2,2,3,2,3,2,2
5468,2,4,1,4,1,1,4
5469,4,4,1,3,2,3,2
5470,3,1,3,3,2,3,2
5471,3,2,3,3,2,2,3
5472,2,2,3,2,2,2,3
5473,2,2,3,1,3,4,3
5474,3,2,3,3,2,1,2
5475,1,4,1,1,4,2,2
5476,2,1,4,1,3,2,2
5477,3,2,2,3,2,3,3
5478,2,3,1,2,3,4,1
5479,3,4,1,4,2,1,2
5480,2,2,3,3,2,2,3
5481,3,2,2,3,1,3,4
5482,3,2,1,4,3,1,4
5483,4,2,2,3,2,2,3
5484,1,3,3,4,1,3,2
5485,2,4,2,2,2,3,3
5486,4,3,3,3,2,4,1
5487,2,2,3,4,1,2,3
5488,1,3,4,1,4,1,4
5489,1,1,4,2,4,1,2
5490,3,2,3,2,3,3,3
5491,3,2,1,2,3,2,4
5492,4,1,2,2,3,2,2
5493,1,3,2,1,3,3,2
5494,4,2,3,1,4,1,4
5495,2,4,1,2,4,1,1
5496,3,1,2,2,4,2,3
5497,3,3,1,4,2,3,2
5498,4,2,2,2,2,4,2
5499,3,4,1,4,2,2,4
5500,2,2,3,3,2,2,2
5501,4,3,2,3,4,2,3
5502,2,2,2,3,3,1,3
5503,3,3,1,2,3,3,3
5504,4,3,2,3,2,1,4
5505,1,3,2,3,2,4,1
5506,4,2,3,4,1,2,3
5507,3,4,3,3,1,3,3
5508,3,2,3,2,2,2,3
5509,2,3,2,2,4,1,2
5510,1,4,4,3,2,4,1
5511,4,1,3,1,4,2,2
5512,3,2,3,3,1,4,3
5513,3,1,3,1,4,2,2
5514,3,3,3,2,4,1,3
5515,2,4,2,2,4,2,2
5516,2,3,2,2,4,2,2
5517,2,3,4,1,3,3,2
5518,1,3,3,3,2,3,2
5519,3,2,3,2,3,2,2
5520,1,1,4,3,2,4,1
5521,4,2,2,3,4,1,3
5522,2,3,2,3,3,3,1
5523,2,2,2,2,4,3,3
5524,2,4,2,2,2,3,2
5525,2,3,2,3,2,2,3
5526,4,3,2,3,2,1,4
5527,1,2,3,3,2,3,4
5528,2,3,2,2,3,2,3
5529,4,3,1,4,1,3,3
5530,2,2,3,3,2,2,3
5531,1,4,3,1,2,4,2
5532,3,2,3,3,2,2,2
5533,2,3,2,2,2,3,2
5534,3,2,3,2,3,1,2
5535,3,3,2,3,2,3,2
5536,2,2,3,2,3,1,4
5537,3,3,3,2,4,1,1
5538,2,3,2,3,2,3,2
5539,1,4,2,3,3,3,1
5540,2,4,2,1,3,2,2
5541,4,1,4,3,2,3,3
5542,4,4,2,3,1,4,4
5543,3,4,1,3,4,2,2
5544,2,4,2,3,3,2,2
5545,2,2,3,3,2,2,3
5546,1,3,3,3,1,4,3
5547,3,2,3,2,3,2,3
5548,3,2,2,3,3,2,2
5549,2,2,3,2,3,3,1
5550,3,2,3,2,1,3,3
5551,4,2,2,1,4,2,2
5552,4,2,2,1,4,1,3
5553,3,2,2,2,3,2,2
5554,4,2,1,3,1,4,1
5555,2,1,4,1,4,4,3
5556,1,4,2,3,3,1,4
5557,3,3,2,3,3,2,2
5558,3,2,3,2,3,3,2
5559,3,2,3,3,3,2,3
5560,2,2,1,2,4,1,3
5561,1,4,1,3,2,3,4
5562,2,2,3,1,4,2,3
5563,3,2,4,2,2,3,2
5564,3,2,3,2,4,1,3
5565,2,2,4,3,3,2,2
5566,2,3,4,1,3,2,4
5567,3,3,2,2,2,3,2
5568,1,3,2,3,3,2,2
5569,4,2,3,2,3,2,4
5570,3,2,1,4,1,2,1
5571,2,4,2,4,3,2,3
5572,3,2,2,3,3,3,1
5573,1,2,2,4,2,2,2
5574,4,1,3,4,1,4,3
5575,3,2,4,1,3,4,2
5576,2,3,3,2,2,4,2
5577,3,2,2,2,3,4,1
5579,3,3,2,3,2,3,3
5580,2,4,2,2,3,2,3
5581,3,2,3,3,2,2,3
5582,4,1,4,2,1,2,3
5583,4,2,1,3,2,2,2
5584,2,2,2,2,1,3,4
5585,3,2,3,3,2,2,3
5586,2,3,3,2,2,3,3
5587,2,3,2,3,2,3,3
5588,2,3,2,2,3,2,2
5589,4,1,2,4,2,1,4
5590,3,4,1,2,3,3,1
5591,2,2,3,3,2,3,2
5592,2,3,2,3,2,2,3
5593,4,3,2,2,4,2,3
5594,2,2,2,2,4,2,3
5595,2,3,2,1,3,2,2
5596,3,2,2,4,1,2,2
5597,3,4,2,3,4,1,3
5598,3,2,4,4,2,2,3
5599,2,2,2,2,3,3,3
5600,2,3,2,2,3,2,2
5601,1,4,2,3,3,1,1
5602,1,2,4,2,4,2,1
5603,2,3,2,2,3,2,3
5604,3,2,2,2,1,2,3
5605,2,2,3,4,1,2,3
5606,3,2,2,4,4,1,1
5607,3,4,3,4,1,3,4
5608,4,1,1,1,4,1,3
5609,4,3,2,4,2,1,3
5611,1,3,2,2,4,3,2
5612,2,2,3,1,3,2,2
5613,3,2,3,2,3,3,2
5614,2,3,2,3,3,3,2
5615,2,1,3,1,4,4,1
5616,2,1,3,4,3,1,1
5617,2,3,1,4,1,3,2
5618,2,2,2,3,3,2,3
5619,3,2,1,4,1,1,3
5620,2,3,2,2,3,2,2
5621,3,2,2,3,2,3,2
5622,4,1,3,3,2,1,4
5623,3,3,1,3,3,2,4
5624,3,3,2,2,3,2,4
5625,2,3,3,4,4,2,2
5626,3,3,2,3,2,2,4
5627,1,1,4,1,3,3,2
5628,3,2,4,2,1,1,4
5629,3,4,1,1,3,3,2
5630,1,4,1,4,1,3,3
5631,4,3,3,2,3,2,3
5632,2,2,1,3,3,3,3
5633,2,3,2,4,2,2,2
5634,1,3,2,1,4,2,3
5635,1,1,4,2,2,3,2
5636,2,2,3,2,2,3,4
5637,4,1,3,2,2,4,3
5638,2,2,4,2,2,2,3
5639,3,1,2,1,4,2,4
5640,2,3,3,2,4,1,3
5641,2,3,3,1,3,2,3
5642,4,4,1,3,2,3,1
5643,4,1,2,4,2,2,3
5644,2,3,2,3,2,1,2
5645,3,2,1,1,4,2,3
5646,2,4,3,2,3,2,2
5647,1,3,4,1,2,3,4
5648,3,1,3,3,2,1,3
5649,2,2,3,2,3,2,3
5650,2,4,2,4,1,1,4
5651,3,1,3,2,3,1,3
5652,4,2,3,4,1,2,3
5653,2,3,2,2,3,2,2
5654,3,2,3,4,2,2,3
5655,1,2,3,3,2,1,3
5656,1,2,4,3,1,3,3
5657,2,1,3,4,1,4,1
5658,3,2,4,1,4,1,4
5659,3,2,2,3,3,2,3
5660,3,3,2,3,4,3,1
5661,4,2,2,4,1,2,3
5662,4,3,4,1,2,3,2
5663,4,3,3,3,2,3,3
5664,2,3,2,2,4,2,2
5665,3,2,2,2,3,2,3
5666,1,4,2,1,3,2,4
5667,3,2,3,2,4,2,2
5668,4,4,2,3,3,2,2
5669,2,4,1,3,1,1,4
5670,2,3,2,4,1,2,4
5671,2,3,2,3,1,1,4
5672,1,4,3,1,4,3,2
5673,4,4,2,1,4,1,3
5674,2,3,2,3,4,3,2
5675,3,3,2,4,2,2,2
5676,1,3,3,1,3,4,2
5677,4,3,3,2,3,2,1
5678,2,3,2,2,2,3,2
5679,4,3,3,4,1,3,1
5680,3,3,2,3,2,2,4
5681,3,2,3,3,2,3,3
5682,2,3,4,1,2,2,4
5683,2,1,4,2,2,2,3
5684,1,4,3,2,2,1,3
5685,2,4,1,4,2,3,3
5686,3,3,3,2,2,3,3
5687,3,3,1,2,4,1,2
5688,2,3,2,4,2,3,1
5689,2,2,3,2,4,1,4
5690,2,4,2,3,2,2,2
5691,4,1,1,4,2,4,1
5692,3,1,3,2,3,3,2
5693,4,1,4,3,2,1,4
5694,3,3,4,1,4,1,2
5695,3,3,3,2,3,1,3
5696,1,3,1,4,1,1,4
5697,3,3,2,4,2,2,3
5698,4,1,2,3,2,3,2
5699,4,4,1,3,3,4,1
5700,3,2,2,3,3,2,2
5701,2,3,2,3,2,2,3
5702,2,3,3,2,2,3,3
5703,2,3,3,1,3,3,1
5705,3,1,4,1,4,1,3
5706,2,2,3,3,2,2,2
5707,3,2,3,2,2,1,3
5708,2,2,1,4,2,4,1
5709,3,2,3,2,2,3,3
5710,3,4,1,4,2,1,3
5711,2,2,3,4,1,2,3
5712,2,3,3,1,4,3,2
5713,3,1,4,2,2,1,3
5714,3,2,3,2,3,2,3
5715,4,1,2,3,2,1,4
5716,2,2,1,1,4,2,1
5717,2,1,4,3,1,4,1
5718,3,1,4,2,3,3,2
5719,3,3,2,3,3,1,4
5720,3,2,2,4,3,3,3
5721,3,3,2,3,2,3,3
5722,3,1,3,2,4,2,3
5723,1,3,4,2,2,2,3
5724,4,3,2,1,4,2,4
5725,4,1,4,1,4,1,2
5726,3,2,4,2,2,1,3
5727,4,2,3,2,2,4,4
5728,3,3,3,2,2,2,2
5729,4,2,3,4,1,3,2
5730,4,1,2,4,3,2,4
5731,1,3,3,2,4,1,4
5732,2,3,2,2,3,2,3
5733,3,2,3,2,3,3,2
5734,2,3,2,2,3,1,2
5735,2,3,2,2,3,3,2
5736,2,1,2,4,3,1,2
5737,2,3,3,2,3,3,1
5738,3,2,2,2,3,3,2
5739,2,3,1,1,3,3,3
5740,3,2,2,3,3,3,3
5741,2,3,3,2,2,3,2
5742,4,1,3,4,1,1,2
5743,4,1,4,1,3,3,2
5744,4,2,2,3,4,1,3
5745,2,2,4,1,3,2,3
5746,3,3,2,3,3,3,2
5747,2,1,3,4,3,1,4
5748,2,3,3,2,2,3,2
5749,4,2,4,1,2,3,3
5750,2,2,1,2,4,2,1
5751,2,4,1,4,2,1,4
5752,2,2,3,1,3,2,4
5753,1,3,1,4,4,1,2
5754,2,3,2,2,2,4,2
5755,2,2,3,4,1,3,3
5756,3,2,4,2,3,2,1
5757,3,3,2,3,1,3,4
5758,2,3,4,2,3,3,1
5759,4,1,2,4,1,2,3
5760,2,1,3,3,2,2,2
5761,3,4,4,1,4,1,4
5762,1,3,3,2,3,2,3
5763,2,3,2,3,3,2,3
5764,3,2,2,4,2,3,2
5765,3,3,2,4,1,3,1
5766,2,1,2,3,3,3,3
5767,2,2,3,2,2,2,3
5768,4,2,1,2,1,3,2
5769,4,3,2,1,3,2,4
5770,2,4,1,2,4,1,2
5771,3,1,3,3,3,2,3
5772,2,3,2,2,3,3,3
5773,3,3,3,1,4,3,2
5775,3,3,2,1,3,2,3
5776,2,2,3,3,2,1,4
5777,3,3,2,3,2,3,1
5778,2,2,2,3,2,2,3
5780,2,2,2,3,3,1,4
5781,2,2,3,3,2,2,3
5782,3,3,2,3,3,2,2
5783,3,3,3,2,2,3,2
5784,1,4,1,3,2,1,4
5785,2,3,1,2,4,3,1
5786,3,1,4,2,3,2,3
5787,1,2,2,3,3,1,4
5788,3,2,3,1,2,3,3
5789,3,3,2,2,2,2,2
5790,3,3,3,2,4,3,2
5791,3,3,1,2,4,2,3
5792,1,4,1,4,2,1,4
5793,2,3,3,3,3,2,2
5794,1,1,4,3,2,2,2
5795,2,3,2,2,1,3,2
5796,2,2,3,4,2,3,3
5797,3,1,4,2,3,2,3
5798,2,3,2,2,2,3,2
5799,3,2,4,2,3,3,2
5800,3,3,2,3,2,2,3
5801,1,3,4,1,4,4,3
5802,3,3,2,3,2,3,2
5803,1,4,2,3,2,3,3
5804,4,1,1,4,1,3,3
5805,2,2,3,4,1,4,2
5806,2,3,3,2,3,3,3
5807,4,2,2,2,2,1,3
5808,4,1,2,4,2,3,2
5809,2,2,2,3,2,3,2
5810,2,4,1,1,4,1,4
5811,2,2,4,3,2,4,2
5812,3,2,2,2,2,1,4
5813,1,3,4,2,3,2,3
5814,3,2,4,1,2,3,4
5815,3,2,4,1,3,3,1
5816,3,4,1,4,4,4,1
5817,3,4,1,4,1,3,1
5818,3,3,2,4,1,3,3
5819,1,1,4,1,3,4,4
5820,1,4,1,4,2,3,2
5821,2,3,3,2,2,1,4
5822,2,2,3,3,1,1,4
5823,3,2,2,1,4,1,4
5824,1,4,1,3,1,4,3
5825,3,3,2,1,2,4,2
5826,1,1,4,4,2,3,2
5827,1,4,2,3,2,2,4
5828,4,1,2,2,3,1,2
5829,2,2,3,2,2,2,3
5830,2,4,1,3,3,2,2
5831,2,2,3,3,2,3,2
5832,3,3,2,3,2,3,1
5833,2,4,3,1,4,1,4
5834,2,3,3,2,3,3,3
5835,2,2,4,4,1,2,1
5836,3,3,2,2,3,3,3
5837,2,2,3,1,3,2,3
5838,1,3,2,2,2,3,2
5839,4,1,4,4,2,4,1
5840,3,3,3,2,3,3,1
5841,2,3,1,1,4,4,1
5842,3,1,3,1,4,1,4
5843,3,3,2,2,4,2,2
5844,2,3,2,2,2,3,1
5845,2,3,4,1,4,1,4
5846,3,4,1,2,4,4,1
5847,1,3,2,3,4,1,3
5848,4,1,4,1,4,1,4
5849,3,3,3,1,2,2,2
5850,3,3,1,4,1,4,3
5851,1,3,3,2,3,1,4
5852,3,2,2,2,1,3,1
5853,1,4,3,1,3,1,1
5854,2,2,3,1,2,3,3
5855,3,1,3,3,3,3,1
5856,3,4,2,3,1,3,3
5857,2,3,2,3,3,3,3
5858,2,3,3,3,2,2,1
5859,3,3,3,2,2,4,1
5860,3,1,2,3,4,3,3
5861,4,4,4,3,2,2,4
5862,3,2,3,2,3,1,3
5863,2,1,4,2,2,3,4
5864,4,1,3,3,2,3,3
5865,2,3,3,4,4,1,2
5866,2,2,3,3,2,3,3
5867,3,2,1,4,3,2,2
5868,2,2,3,1,4,2,1
5869,2,3,3,3,2,3,3
5870,4,1,3,2,3,1,3
5871,2,2,3,2,4,3,2
5872,4,1,3,2,2,4,2
5873,3,2,2,3,2,3,3
5874,2,2,1,4,1,4,2
5875,4,3,2,2,2,4,1
5876,2,2,2,3,4,2,2
5877,3,3,2,4,1,3,3
5878,3,4,1,3,4,1,2
5879,2,2,3,2,3,2,3
5880,3,3,2,3,4,1,3
5881,4,2,1,2,4,1,3
5882,4,3,2,2,3,4,1
5883,2,2,2,2,2,2,2
5884,3,2,1,2,3,2,3
5885,4,4,2,4,2,2,2
5886,2,2,2,4,2,3,3
5887,2,2,2,1,4,2,4
5888,3,1,4,3,3,2,3
5889,4,1,3,1,4,2,3
5890,3,3,2,3,3,3,2
5891,2,3,3,3,2,2,3
5892,3,2,3,2,2,2,3
5893,1,4,1,3,4,2,1
5894,1,4,1,3,2,3,1
5895,4,1,2,4,4,1,4
5896,3,2,2,3,3,2,2
5897,2,4,1,2,3,4,1
5898,1,2,2,3,3,2,3
5899,3,3,2,1,3,2,2
5900,4,1,3,4,2,2,4
5901,3,1,3,2,3,3,2
5902,3,2,3,2,3,2,2
5903,1,3,2,3,3,2,4
5904,3,2,3,2,2,3,3
5905,2,2,2,3,3,1,3
5906,2,2,3,2,3,1,4
5907,2,1,2,4,1,2,2
5908,4,2,3,2,3,3,2
5909,3,3,2,3,2,2,2
5910,4,2,3,1,3,3,2
5911,3,3,1,2,2,3,2
5912,2,3,3,2,3,2,2
5913,1,3,2,3,2,4,1
5914,1,4,2,3,1,4,1
5915,3,2,3,2,3,3,2
5916,4,1,2,1,4,1,1
5917,2,1,4,2,3,2,3
5918,3,2,3,3,2,2,4
5919,3,1,3,2,4,2,3
5920,2,3,2,2,4,2,2
5921,2,3,1,3,3,3,2
5922,1,3,4,2,3,1,4
5924,3,2,2,4,1,2,4
5925,1,4,3,2,3,2,2
5926,4,3,2,2,3,3,1
5927,4,1,1,4,4,1,3
5928,3,2,2,1,3,3,2
5929,3,3,3,2,2,2,3
5930,4,1,3,4,1,4,4
5931,2,3,3,2,2,4,1
5932,3,1,4,3,2,2,3
5933,2,4,2,2,2,2,2
5934,1,1,3,3,2,1,4
5935,3,2,3,3,3,2,3
5936,3,2,3,3,2,3,1
5937,2,2,4,1,3,2,4
5938,4,1,1,1,4,4,2
5939,4,1,4,1,4,1,4
5940,2,3,2,1,4,1,2
5941,3,3,2,3,3,3,2
5942,2,2,2,3,2,2,2
5943,3,3,2,2,3,2,2
5944,1,2,3,3,4,2,1
5945,2,2,3,2,3,2,3
5946,4,4,1,4,2,2,4
5947,3,1,3,2,4,3,1
5948,3,2,2,3,2,3,3
5949,4,4,2,1,4,2,3
5950,2,2,3,1,4,1,2
5951,2,2,3,1,3,3,2
5952,1,3,4,1,2,2,2
5953,2,2,3,3,3,3,2
5954,3,1,2,4,1,3,3
5955,1,3,3,2,2,4,1
5956,4,1,4,3,3,2,4
5957,3,2,2,2,2,2,3
5958,4,2,2,3,1,2,3
5959,3,3,3,3,2,2,2
5960,4,3,2,3,3,2,2
5961,3,2,2,2,2,2,2
5962,2,3,3,3,2,2,4
5963,1,3,2,1,4,2,1
5964,2,3,3,3,2,3,3
5965,2,3,2,3,2,3,2
5966,1,3,3,3,2,4,1
5967,2,2,3,1,4,2,2
5968,2,3,2,3,3,3,3
5969,3,3,3,1,3,3,2
5970,4,1,3,2,4,1,4
5971,2,3,2,2,2,2,4
5972,2,3,2,3,2,2,3
5973,2,3,3,2,2,3,1
5974,2,2,2,3,1,1,3
5975,3,1,3,3,1,4,3
5976,4,1,3,2,2,4,2
5977,1,3,3,1,3,3,3
5978,2,1,4,2,1,4,3
5979,1,4,2,2,3,3,3
5980,2,4,3,2,2,2,2
5981,4,1,4,1,3,3,2
5982,3,2,2,3,2,2,3
5983,3,1,4,1,1,3,3
5984,3,1,4,1,3,2,3
5985,3,2,3,2,3,2,3
5986,2,3,2,3,2,2,3
5987,3,2,2,2,3,2,4
5988,1,3,2,1,3,2,3
5989,3,3,2,3,3,2,3
5990,3,3,3,2,4,1,4
5991,1,2,3,2,3,2,2
5992,2,3,3,2,2,3,3
5994,3,3,2,4,3,2,2
5995,3,2,3,1,3,2,4
5996,3,2,3,3,1,3,2
5997,1,3,4,4,2,1,3
5998,3,3,3,3,3,2,3
5999,4,1,2,3,4,2,3
6000,1,4,2,2,3,3,2
6001,2,3,1,4,1,1,4
6002,2,3,3,2,2,2,3
6003,4,1,3,3,2,2,3
6004,3,3,1,4,1,2,3
6005,2,2,2,2,3,1,3
6006,3,2,1,3,3,2,3
6007,3,3,2,3,2,3,2
6008,2,1,4,3,1,3,4
6009,3,2,3,2,3,2,3
6010,2,3,3,2,4,3,3
6011,4,3,2,3,2,2,4
6012,1,2,2,4,1,1,4
6013,3,4,2,4,2,2,4
6014,2,3,3,2,3,3,2
6015,2,3,3,2,3,2,4
6016,3,2,2,2,3,2,2
6017,3,3,1,2,2,2,3
6018,2,3,2,3,3,3,3
6019,1,3,4,1,4,1,3
6020,3,2,3,3,2,2,3
6021,3,1,3,2,3,2,2
6022,4,3,3,3,2,3,2
6023,3,3,1,4,1,2,3
6024,4,2,4,1,4,4,1
6025,4,1,3,3,3,1,4
6026,4,2,3,1,4,4,1
6027,4,2,3,2,3,3,3
6028,2,2,2,3,3,3,2
6029,4,1,1,4,3,2,4
6030,2,2,2,2,3,2,2
6031,3,2,2,3,2,3,2
6032,1,3,3,2,4,1,3
6033,3,3,2,3,2,3,2
6034,3,3,3,2,3,2,3
6035,2,2,3,3,2,2,2
6036,1,2,4,1,3,1,4
6037,2,2,2,3,3,1,4
6038,2,3,3,2,2,3,2
6039,4,3,2,3,4,2,3
6040,2,4,3,3,2,2,3
6041,1,2,3,3,1,4,2
6042,3,2,3,2,2,1,2
6043,2,2,2,3,3,3,2
6044,2,3,3,3,2,3,2
6045,2,2,2,2,3,2,2
6046,2,2,3,2,2,2,3
6047,2,2,4,1,3,3,2
6048,2,2,3,3,2,2,2
6049,2,4,1,4,2,3,3
6050,2,2,2,4,1,3,3
6051,2,4,1,3,2,2,3
6052,2,3,1,2,1,4,3
6053,1,3,2,3,1,3,4
6054,3,2,3,2,3,3,1
6055,3,2,3,2,2,2,2
6056,2,1,2,3,1,1,3
6057,4,2,2,3,2,3,2
6058,3,3,2,3,2,3,3
6059,1,3,2,3,2,2,3
6060,1,3,3,4,1,3,2
6061,2,2,2,3,3,4,1
6062,4,3,2,2,3,2,3
6063,2,3,3,2,2,3,2
6064,1,3,2,3,3,2,2
6065,2,1,2,4,1,3,2
6066,2,3,2,3,2,2,3
6067,4,4,2,1,4,4,1
6068,3,2,2,2,4,1,1
6069,3,3,2,2,3,2,2
6070,2,1,2,3,3,3,1
6071,3,1,4,3,1,3,2
6072,4,1,3,2,3,4,1
6073,3,2,2,3,3,3,2
6074,2,2,2,3,2,3,3
6075,3,3,3,3,3,2,2
6076,2,2,4,3,3,2,3
6077,2,3,1,3,2,2,3
6078,3,2,3,3,2,3,2
6079,2,3,1,4,3,1,4
6080,3,3,1,3,2,4,4
6082,2,2,2,3,3,3,3
6083,3,2,3,1,4,2,4
6084,2,3,3,2,3,2,3
6085,4,1,3,2,3,3,3
6086,2,3,4,2,3,2,2
6087,4,3,2,4,1,2,3
6088,2,2,3,3,2,1,4
6089,1,3,4,2,1,2,2
6090,3,3,4,2,4,2,2
6091,3,1,4,1,3,2,3
6092,4,1,4,3,3,2,3
6093,3,2,2,2,3,3,2
6094,4,2,3,3,1,4,1
6095,3,3,2,2,3,2,1
6096,4,3,2,2,3,1,4
6097,1,3,3,3,2,4,3
6099,3,1,3,4,1,3,2
6100,4,2,2,3,2,2,3
6101,2,2,3,2,4,1,2
6102,4,2,3,2,1,4,2
6103,1,3,3,1,3,4,2
6104,2,3,2,3,2,2,2
6105,3,2,3,2,3,3,2
6106,2,2,2,2,4,2,3
6107,1,4,1,3,3,1,1
6108,2,4,2,1,4,2,3
6109,1,4,1,4,2,3,2
6110,3,2,3,3,3,2,3
6111,2,2,4,1,2,1,4
6112,2,3,2,3,3,2,3
6113,1,4,3,1,4,3,1
6114,2,4,1,3,2,2,3
6115,4,3,3,2,2,1,1
6116,2,3,4,1,4,1,3
6117,4,3,2,3,2,2,3
6119,4,2,3,4,2,2,4
6120,2,3,2,2,3,2,2
6121,3,4,2,2,1,3,2
6122,4,1,4,2,3,4,3
6123,4,1,4,1,4,3,2
6124,4,4,1,1,2,4,4
6125,3,2,2,3,1,4,1
6126,2,3,2,4,4,2,1
6127,2,2,2,4,1,4,2
6128,4,1,2,4,1,1,2
6129,2,2,2,3,2,2,2
6130,4,2,2,2,2,3,2
6131,2,4,1,4,1,4,2
6132,2,2,3,3,2,3,4
6133,2,4,2,2,4,2,2
6134,4,2,3,2,3,3,3
6135,2,3,3,2,3,2,1
6136,4,2,3,4,2,2,2
6137,2,1,4,3,2,3,2
6138,3,1,4,4,1,1,2
6139,3,3,1,2,2,2,1
6140,3,2,3,3,2,3,3
6141,2,1,4,1,3,4,1
6142,2,1,3,1,4,2,3
6143,2,3,1,4,2,3,1
6144,1,3,4,3,2,3,2
6145,3,3,2,3,3,2,2
6146,2,3,1,4,2,1,3
6147,3,3,3,2,2,2,3
6148,3,2,3,2,3,2,2
6149,3,2,4,1,3,1,2
6150,3,1,3,1,4,2,4
6151,3,3,2,2,3,2,3
6152,3,3,2,3,3,1,3
6153,2,3,2,2,3,2,3
6154,3,2,3,2,3,2,2
6155,1,2,4,1,3,3,3
6156,3,1,3,3,3,3,2
6157,3,3,2,3,2,4,2
6158,3,1,4,4,2,1,3
6159,3,4,2,3,3,3,2
6160,4,2,2,3,4,3,3
6161,2,2,2,3,2,3,1
6162,2,3,4,1,4,1,4
6163,2,3,2,2,3,3,3
6164,4,2,3,3,1,4,3
6165,4,1,3,2,1,4,3
6166,1,3,3,2,2,2,3
6167,3,3,3,2,2,2,4
6168,4,1,4,3,3,1,2
6169,2,4,3,2,2,3,2
6170,3,2,2,3,2,3,2
6171,3,1,2,3,3,3,1
6172,3,3,3,3,2,3,3
6173,4,1,4,3,4,1,4
6174,3,2,2,3,2,4,4
6175,2,2,2,4,2,2,2
6176,4,1,4,1,2,3,3
6177,2,3,4,2,3,2,3
6178,2,3,3,3,2,2,3
6179,4,2,2,4,3,2,2
6180,3,3,2,3,2,4,2
6181,3,3,2,1,4,2,1
6182,2,4,1,4,3,2,3
6183,3,4,1,4,1,4,1
6184,4,3,1,4,2,4,2
6185,2,2,2,4,2,2,3
6186,2,3,3,3,2,3,2
6187,3,4,2,1,3,2,4
6188,3,2,3,3,2,1,3
6189,2,3,2,3,2,3,3
6190,3,4,2,1,2,2,3
6191,3,2,3,3,2,3,3
6192,1,3,2,3,1,4,1
6193,2,2,3,1,3,1,3
6194,4,1,3,3,3,2,2
6195,3,2,2,3,4,2,3
6196,3,4,1,4,1,4,4
6197,2,3,3,3,1,2,3
6198,3,1,2,3,3,1,3
6199,2,2,2,4,1,2,2
6200,1,1,4,4,1,4,1
6201,3,3,2,2,2,2,2
6202,3,2,1,3,3,1,2
6203,4,1,4,1,3,4,2
6204,2,4,3,2,2,3,1
6205,3,3,1,4,1,3,3
6206,3,3,3,3,1,2,2
6207,2,1,1,4,2,2,4
6208,2,2,4,1,4,3,3
6209,2,3,2,3,3,2,3
6210,3,1,4,1,3,4,2
6211,3,2,3,2,4,1,4
6212,2,3,3,3,3,2,2
6213,3,2,2,2,3,2,2
6214,4,2,4,1,2,3,3
6215,3,2,3,2,3,2,2
6216,4,4,1,2,3,1,4
6217,1,1,4,4,1,4,1
6218,4,1,2,2,4,1,4
6219,2,2,2,2,3,2,2
6220,3,2,3,3,2,3,3
6221,1,4,3,3,3,3,1
6222,2,3,1,4,4,1,3
6223,2,2,2,2,4,1,3
