CUSTNO,전체 분기 중요 카테고리 top_1,전체 분기 중요 카테고리 top_2
2849,[{'가구인테리어/잡화_고가': 121018463.56618953}],[{'의류/이미용_중가': 31964341.43699065}]
2850,[{'식품/생활_중가': 4797664.441002827}],[{'의류/이미용_저가': 1880854.9544555852}]
2851,[{'식품/생활_중가': 9721421.9152699}],[{'식품/생활_고가': 3574336.3969895933}]
2852,[{'의류/이미용_중가': 6081073.998798711}],[{'의류/이미용_고가': 4750058.412449872}]
2853,[{'식품/생활_중가': 5254378.548323601}],[{'의류/이미용_저가': 3884761.531202365}]
2854,[{'식품/생활_중가': 2912753.675736261}],[{'식품/생활_고가': 991067.2765697297}]
2855,[{'가구인테리어/잡화_고가': 9432630.634297434}],[{'의류/이미용_중가': 6379438.816692934}]
2856,[{'의류/이미용_중가': 21049682.742978346}],[{'의류/이미용_고가': 7794116.215012151}]
2857,[{'식품/생활_고가': 3401456.458242034}],[{'식품/생활_중가': 2867425.8228408783}]
2858,[{'식품/생활_중가': 3403536.7760182233}],[{'의류/이미용_중가': 2308816.406003968}]
2859,[{'식품/생활_중가': 6489260.381858143}],[{'식품/생활_저가': 3080692.348840254}]
2860,[{'식품/생활_중가': 10388005.833193734}],[{'가구인테리어/잡화_고가': 7381709.391712988}]
2861,[{'의류/이미용_중가': 35672926.269294925}],[{'의류/이미용_고가': 11126473.53157312}]
2862,[{'의류/이미용_중가': 5216624.059759545}],[{'식품/생활_중가': 3352978.784830553}]
2863,[{'의류/이미용_중가': 41394000.4238275}],[{'의류/이미용_고가': 22929729.32934517}]
2864,[{'의류/이미용_중가': 13233425.819654437}],[{'식품/생활_중가': 8377114.866688214}]
2865,[{'식품/생활_중가': 4764280.529677383}],[{'의류/이미용_중가': 3586288.3642114}]
2866,[{'식품/생활_중가': 8340156.630270841}],[{'식품/생활_고가': 3221119.9669018653}]
2867,[{'의류/이미용_중가': 9938295.091093365}],[{'식품/생활_중가': 9190702.838158112}]
2868,[{'의류/이미용_중가': 14157411.973244589}],[{'가전/레저취미/멀티샵_고가': 10395741.000905057}]
2869,[{'식품/생활_중가': 5621704.9928970765}],[{'의류/이미용_저가': 3797366.546893114}]
2870,[{'의류/이미용_중가': 9656516.537155136}],[{'식품/생활_중가': 4873556.809025383}]
2871,[{'가구인테리어/잡화_고가': 21099102.743463483}],[{'의류/이미용_중가': 15698780.121418837}]
2872,[{'식품/생활_중가': 3318819.3491746355}],[{'식품/생활_저가': 1681164.8654642783}]
2873,[{'식품/생활_중가': 4458909.478974466}],[{'의류/이미용_저가': 1426325.0043652148}]
2874,[{'식품/생활_중가': 5658647.972359154}],[{'식품/생활_고가': 1701342.069205163}]
2875,[{'가구인테리어/잡화_고가': 82544141.93375315}],[{'식품/생활_고가': 32686841.136679955}]
2876,[{'가구인테리어/잡화_고가': 176008060.65776384}],[{'의류/이미용_중가': 47293911.98156988}]
2877,[{'식품/생활_중가': 4371009.093152252}],[{'식품/생활_저가': 1520968.700002862}]
2878,[{'의류/이미용_중가': 129388720.64482327}],[{'가구인테리어/잡화_고가': 21848535.86543004}]
2879,[{'가전/레저취미/멀티샵_중가': 12676443.32816989}],[{'의류/이미용_중가': 11056037.504182253}]
2880,[{'식품/생활_중가': 5351727.754395425}],[{'의류/이미용_중가': 2186806.8935087197}]
2881,[{'식품/생활_중가': 6066374.487622617}],[{'식품/생활_고가': 1918398.4024744944}]
2882,[{'식품/생활_중가': 7766310.675200332}],[{'의류/이미용_저가': 2535336.902937367}]
2883,[{'식품/생활_중가': 5744644.024510141}],[{'식품/생활_저가': 2929473.9353333237}]
2884,[{'식품/생활_중가': 2308594.353110564}],[{'의류/이미용_중가': 2103909.3222401226}]
2885,[{'식품/생활_중가': 4446091.233081273}],[{'의류/이미용_중가': 1696728.32329563}]
2886,[{'교육문화/아동_중가': 7030221.749865032}],[{'식품/생활_중가': 4893455.191724884}]
2887,[{'의류/이미용_중가': 17925926.44653929}],[{'식품/생활_중가': 7510530.404544142}]
2888,[{'가구인테리어/잡화_고가': 4438438.058597854}],[{'식품/생활_중가': 4052690.993719441}]
2889,[{'식품/생활_중가': 4631966.872733109}],[{'가전/레저취미/멀티샵_중가': 1753986.3282297777}]
2890,[{'의류/이미용_고가': 24812134.312470555}],[{'식품/생활_중가': 9851588.373696327}]
2891,[{'의류/이미용_중가': 22760705.66779805}],[{'식품/생활_중가': 8888891.534883443}]
2892,[{'의류/이미용_중가': 6801740.683433357}],[{'가전/레저취미/멀티샵_고가': 4780605.6325035235}]
2893,[{'의류/이미용_중가': 7598573.731011792}],[{'식품/생활_중가': 5173709.278665301}]
2894,[{'식품/생활_저가': 6917931.253726006}],[{'식품/생활_중가': 5704828.988291316}]
2895,[{'식품/생활_중가': 3509813.8273284314}],[{'식품/생활_저가': 2049725.3640940667}]
2896,[{'의류/이미용_중가': 21480872.32756194}],[{'가구인테리어/잡화_중가': 14100886.805318423}]
2897,[{'의류/이미용_중가': 7229271.947141214}],[{'식품/생활_중가': 5921406.627439103}]
2898,[{'식품/생활_중가': 4760513.183255071}],[{'가전/레저취미/멀티샵_중가': 3693642.144723283}]
2899,[{'의류/이미용_중가': 6414806.566474768}],[{'가구인테리어/잡화_고가': 5013009.020598972}]
2901,[{'식품/생활_중가': 9707215.707028685}],[{'의류/이미용_고가': 3386484.3264587363}]
2902,[{'식품/생활_중가': 5330757.181594329}],[{'의류/이미용_저가': 1993253.8304146521}]
2903,[{'식품/생활_중가': 4248167.909352254}],[{'식품/생활_고가': 747355.2936169934}]
2904,[{'의류/이미용_중가': 9793215.394151684}],[{'가구인테리어/잡화_중가': 5041754.42234689}]
2905,[{'식품/생활_중가': 7889246.820983834}],[{'식품/생활_저가': 2646983.045118984}]
2906,[{'의류/이미용_중가': 18482070.082761947}],[{'식품/생활_중가': 7517019.5858999435}]
2907,[{'식품/생활_중가': 804726.4400896104}],[{'식품/생활_저가': 328647.99204564944}]
2908,[{'침구/주방_고가': 7949620.859876919}],[{'식품/생활_중가': 7321277.628904626}]
2909,[{'식품/생활_중가': 5131233.80160117}],[{'식품/생활_저가': 1341797.5443804667}]
2910,[{'식품/생활_중가': 5089513.4373134505}],[{'식품/생활_고가': 3379380.9062307896}]
2911,[{'식품/생활_중가': 8230564.072940109}],[{'식품/생활_고가': 5509123.307056384}]
2912,[{'가구인테리어/잡화_고가': 32412441.072164845}],[{'의류/이미용_중가': 31969494.25532362}]
2913,[{'식품/생활_중가': 5004254.478097467}],[{'식품/생활_저가': 1786668.9841540651}]
2914,[{'식품/생활_중가': 4684053.587167805}],[{'식품/생활_고가': 1670654.618066342}]
2916,[{'식품/생활_중가': 10497920.999173906}],[{'의류/이미용_중가': 5982037.195801307}]
2917,[{'식품/생활_중가': 6199740.136243683}],[{'가구인테리어/잡화_고가': 5033729.000551166}]
2918,[{'의류/이미용_중가': 16243778.47520609}],[{'가전/레저취미/멀티샵_고가': 14104293.374270907}]
2919,[{'식품/생활_중가': 5015694.441769784}],[{'식품/생활_저가': 1339673.5604787564}]
2920,[{'의류/이미용_중가': 12399093.429136494}],[{'의류/이미용_고가': 11521799.257439125}]
2921,[{'식품/생활_중가': 7635579.430532911}],[{'식품/생활_고가': 3582592.23441842}]
2922,[{'식품/생활_중가': 4246354.47621229}],[{'의류/이미용_저가': 3328220.2814744767}]
2924,[{'의류/이미용_중가': 13598413.476970604}],[{'식품/생활_중가': 3837985.1017457154}]
2925,[{'식품/생활_중가': 5678492.56110546}],[{'의류/이미용_고가': 842547.5972433597}]
2926,[{'의류/이미용_중가': 20424545.7079491}],[{'식품/생활_중가': 13076941.66710026}]
2927,[{'의류/이미용_중가': 11339643.267505009}],[{'가전/레저취미/멀티샵_중가': 11086153.867898142}]
2928,[{'의류/이미용_중가': 8343137.111424867}],[{'식품/생활_고가': 4147582.3272956004}]
2929,[{'가구인테리어/잡화_고가': 17881295.369799696}],[{'의류/이미용_고가': 9936890.308143113}]
2930,[{'식품/생활_중가': 7041142.751955997}],[{'식품/생활_저가': 1247369.3814714472}]
2931,[{'의류/이미용_중가': 10692101.301074613}],[{'의류/이미용_고가': 6462782.250912137}]
2932,[{'가구인테리어/잡화_고가': 14482125.08618437}],[{'식품/생활_중가': 14453360.376493758}]
2933,[{'식품/생활_중가': 6103520.681189101}],[{'의류/이미용_중가': 5206899.114075831}]
2934,[{'식품/생활_중가': 9479346.857720876}],[{'식품/생활_저가': 3329779.3589657797}]
2935,[{'식품/생활_중가': 2950916.0799614107}],[{'의류/이미용_저가': 1023755.0208142009}]
2936,[{'식품/생활_중가': 4539211.472046773}],[{'의류/이미용_저가': 1388840.3868012538}]
2937,[{'가구인테리어/잡화_고가': 30392852.78070345}],[{'의류/이미용_중가': 24287918.002207667}]
2938,[{'식품/생활_중가': 7740453.212848125}],[{'의류/이미용_저가': 4549637.099926561}]
2939,[{'식품/생활_고가': 5032176.456126044}],[{'식품/생활_중가': 3440895.437551032}]
2940,[{'식품/생활_중가': 4469100.584886349}],[{'의류/이미용_중가': 3338527.0794609995}]
2941,[{'의류/이미용_중가': 11400688.783434557}],[{'식품/생활_중가': 7729571.9375416245}]
2942,[{'식품/생활_중가': 4612388.698499073}],[{'의류/이미용_저가': 3268997.377288373}]
2943,[{'식품/생활_중가': 4136310.1421265877}],[{'의류/이미용_저가': 1589467.1974264432}]
2944,[{'의류/이미용_중가': 17759203.265087646}],[{'식품/생활_중가': 6460788.563735854}]
2946,[{'식품/생활_중가': 7924784.973837809}],[{'식품/생활_저가': 3112550.501472979}]
2947,[{'가구인테리어/잡화_고가': 36415031.48898627}],[{'의류/이미용_중가': 30178766.039849497}]
2948,[{'식품/생활_중가': 1768795.5756953037}],[{'식품/생활_저가': 1198350.7041200856}]
2949,[{'의류/이미용_중가': 32810045.485318057}],[{'식품/생활_중가': 13645967.295098124}]
2950,[{'식품/생활_중가': 4408149.998534573}],[{'식품/생활_저가': 1779566.1740551405}]
2951,[{'식품/생활_중가': 15314928.883424155}],[{'의류/이미용_중가': 11356905.67563754}]
2952,[{'식품/생활_중가': 2680198.879498923}],[{'식품/생활_고가': 828993.2444116821}]
2953,[{'의류/이미용_중가': 16396672.87539999}],[{'가구인테리어/잡화_고가': 16395525.471222866}]
2954,[{'의류/이미용_중가': 12629806.674082624}],[{'식품/생활_중가': 9523175.413038585}]
2955,[{'식품/생활_중가': 4107959.0362386033}],[{'식품/생활_저가': 520083.39803563623}]
2956,[{'식품/생활_중가': 5167772.493614339}],[{'식품/생활_저가': 2487065.966009249}]
2957,[{'가구인테리어/잡화_고가': 49275489.09686028}],[{'의류/이미용_중가': 40671032.01973111}]
2958,[{'가구인테리어/잡화_저가': 11084536.835809583}],[{'의류/이미용_중가': 6021118.110192272}]
2959,[{'의류/이미용_중가': 14738521.363442296}],[{'식품/생활_중가': 9295872.544623943}]
2960,[{'식품/생활_중가': 7000724.43564731}],[{'의류/이미용_저가': 5018345.837609539}]
2961,[{'식품/생활_중가': 5142405.356290808}],[{'식품/생활_고가': 1239661.2374573727}]
2962,[{'가구인테리어/잡화_고가': 17365691.73261966}],[{'가구인테리어/잡화_중가': 6912760.676786707}]
2963,[{'식품/생활_중가': 6515904.5824965015}],[{'식품/생활_저가': 1966013.7950131425}]
2964,[{'식품/생활_중가': 6753022.374785762}],[{'의류/이미용_중가': 3047788.9523661053}]
2965,[{'가전/레저취미/멀티샵_고가': 10871496.82460505}],[{'의류/이미용_중가': 9210920.338501548}]
2966,[{'가구인테리어/잡화_고가': 16102776.776561426}],[{'식품/생활_중가': 5106969.003064582}]
2967,[{'의류/이미용_중가': 14922652.454423893}],[{'식품/생활_중가': 7550319.48289011}]
2968,[{'의류/이미용_중가': 6235225.711505902}],[{'식품/생활_중가': 4760004.0699854465}]
2969,[{'식품/생활_중가': 6563878.191735856}],[{'식품/생활_고가': 3984819.684076232}]
2970,[{'의류/이미용_중가': 10443536.079323985}],[{'가구인테리어/잡화_고가': 8624950.671098894}]
2971,[{'의류/이미용_중가': 20844475.424067456}],[{'가구인테리어/잡화_고가': 9435566.92316139}]
2972,[{'식품/생활_중가': 5800550.700450408}],[{'가전/레저취미/멀티샵_중가': 2787659.9344452275}]
2973,[{'의류/이미용_중가': 47125285.28748419}],[{'가전/레저취미/멀티샵_고가': 6775130.182101357}]
2974,[{'의류/이미용_중가': 72237576.9245464}],[{'가전/레저취미/멀티샵_고가': 11143628.684773656}]
2975,[{'의류/이미용_중가': 488584.89206873474}],[{'가전/레저취미/멀티샵_중가': 488450.1970256303}]
2976,[{'가구인테리어/잡화_고가': 75734496.70153467}],[{'의류/이미용_중가': 33416302.163419265}]
2977,[{'식품/생활_중가': 14772444.876835214}],[{'식품/생활_고가': 3492175.713547088}]
2978,[{'식품/생활_중가': 6578284.520341076}],[{'의류/이미용_중가': 6108621.4015826285}]
2979,[{'의류/이미용_중가': 43081632.21297422}],[{'가구인테리어/잡화_중가': 6956491.455564606}]
2980,[{'의류/이미용_중가': 15807607.065855112}],[{'가전/레저취미/멀티샵_중가': 7009001.552865888}]
2981,[{'식품/생활_중가': 7876294.08392507}],[{'의류/이미용_저가': 3707676.6612881324}]
2982,[{'의류/이미용_중가': 22576855.930845074}],[{'의류/이미용_고가': 8412971.036840627}]
2983,[{'의류/이미용_중가': 33882784.64912753}],[{'가구인테리어/잡화_중가': 6883173.4765623445}]
2984,[{'식품/생활_중가': 5103707.385079173}],[{'식품/생활_저가': 4065699.382348853}]
2985,[{'식품/생활_중가': 9240135.767609315}],[{'식품/생활_저가': 4165202.041873196}]
2986,[{'식품/생활_중가': 11063689.04966634}],[{'식품/생활_고가': 7137332.221986076}]
2987,[{'의류/이미용_중가': 13949154.075498965}],[{'가전/레저취미/멀티샵_중가': 2159667.9587458307}]
2988,[{'식품/생활_중가': 7588786.131695747}],[{'의류/이미용_저가': 2332706.280891367}]
2989,[{'식품/생활_중가': 4287900.016667761}],[{'식품/생활_고가': 1833786.4253922263}]
2990,[{'식품/생활_중가': 5326250.368302703}],[{'식품/생활_고가': 2174648.9485463323}]
2991,[{'의류/이미용_중가': 4163626.128491275}],[{'식품/생활_중가': 3549206.5571691245}]
2992,[{'의류/이미용_중가': 28283748.860622395}],[{'가전/레저취미/멀티샵_고가': 16500999.950694906}]
2993,[{'식품/생활_중가': 4361121.864756979}],[{'식품/생활_고가': 1001826.517094589}]
2994,[{'의류/이미용_중가': 16616913.920190487}],[{'식품/생활_중가': 9133189.746165782}]
2995,[{'식품/생활_중가': 6021366.961251032}],[{'식품/생활_저가': 2125607.895022895}]
2996,[{'의류/이미용_중가': 73544689.89151278}],[{'의류/이미용_고가': 72956997.69013403}]
2997,[{'의류/이미용_중가': 21897184.27965829}],[{'의류/이미용_고가': 8709672.775572361}]
2998,[{'의류/이미용_중가': 46620770.81410762}],[{'의류/이미용_고가': 18627256.368727926}]
2999,[{'식품/생활_중가': 5997563.188927412}],[{'의류/이미용_중가': 3018068.572785268}]
3000,[{'식품/생활_중가': 3962050.904947348}],[{'식품/생활_저가': 1807745.6311438389}]
3001,[{'의류/이미용_중가': 19397916.283076663}],[{'의류/이미용_고가': 16547051.3656323}]
3002,[{'식품/생활_고가': 3692079.937281332}],[{'식품/생활_중가': 3073457.4082886362}]
3003,[{'식품/생활_고가': 14306156.278548382}],[{'의류/이미용_중가': 9404919.101056162}]
3004,[{'식품/생활_중가': 6013559.334836519}],[{'식품/생활_고가': 2555205.769756412}]
3005,[{'의류/이미용_중가': 8039078.63590279}],[{'식품/생활_중가': 5930856.471844912}]
3006,[{'의류/이미용_중가': 15046526.101670956}],[{'가구인테리어/잡화_중가': 4279458.181846321}]
3007,[{'식품/생활_중가': 3097260.7107583373}],[{'식품/생활_저가': 1612858.1195509238}]
3008,[{'식품/생활_중가': 6626765.908720739}],[{'식품/생활_고가': 1940689.94763783}]
3009,[{'의류/이미용_중가': 12650765.311561123}],[{'의류/이미용_고가': 8153526.166648951}]
3010,[{'가구인테리어/잡화_고가': 41450378.16903719}],[{'의류/이미용_고가': 15164129.351141993}]
3011,[{'식품/생활_중가': 11137241.667763257}],[{'의류/이미용_중가': 5735060.799818824}]
3012,[{'식품/생활_중가': 6360184.784956548}],[{'식품/생활_저가': 3913760.6118600345}]
