CUSTNO,Count_전체 분기 중요 카테고리 top_1,Count_전체 분기 중요 카테고리 top_2
2790,[{'Frequency_식품/생활_중가': 724.5364994122739}],[{'Frequency_식품/생활_저가': 654.2503700444759}]
2791,[{'Frequency_식품/생활_중가': 496.56841796500964}],[{'Frequency_식품/생활_저가': 369.17889359048684}]
2792,[{'Frequency_식품/생활_중가': 689.573182377989}],[{'Frequency_식품/생활_저가': 682.7729759172165}]
2793,[{'Frequency_식품/생활_중가': 890.6177002768621}],[{'Frequency_식품/생활_저가': 635.4849028205101}]
2794,[{'Frequency_식품/생활_중가': 401.7615743536765}],[{'Frequency_식품/생활_고가': 101.72855359362134}]
2795,[{'Frequency_식품/생활_중가': 809.482515315748}],[{'Frequency_식품/생활_저가': 230.45411538658368}]
2796,[{'Frequency_식품/생활_중가': 473.7959573281946}],[{'Frequency_식품/생활_고가': 204.1148841413296}]
2797,[{'Frequency_식품/생활_중가': 755.5346882800997}],[{'Frequency_식품/생활_저가': 364.5886868820113}]
2798,[{'Frequency_식품/생활_중가': 511.2508313017715}],[{'Frequency_식품/생활_저가': 277.7795959261298}]
2799,[{'Frequency_식품/생활_저가': 1192.1691685456044}],[{'Frequency_식품/생활_중가': 658.2868723531261}]
2800,[{'Frequency_식품/생활_중가': 169.76498734939187}],[{'Frequency_의류/이미용_중가': 132.30200892601235}]
2801,[{'Frequency_식품/생활_중가': 326.8318635460345}],[{'Frequency_식품/생활_고가': 213.1851473904424}]
2802,[{'Frequency_식품/생활_중가': 944.8403726947348}],[{'Frequency_식품/생활_저가': 726.1440894798646}]
2803,[{'Frequency_식품/생활_중가': 454.1365694090035}],[{'Frequency_식품/생활_저가': 265.4342225976013}]
2804,[{'Frequency_식품/생활_중가': 336.37698965674684}],[{'Frequency_식품/생활_고가': 69.73052218991256}]
2805,[{'Frequency_식품/생활_중가': 659.1051721374226}],[{'Frequency_식품/생활_고가': 109.81346899671634}]
2806,[{'Frequency_식품/생활_중가': 1134.5482694255015}],[{'Frequency_식품/생활_고가': 393.81937800901574}]
2807,[{'Frequency_식품/생활_저가': 1568.4119636388677}],[{'Frequency_식품/생활_중가': 1491.9519611246283}]
2808,[{'Frequency_식품/생활_중가': 446.5029486657985}],[{'Frequency_식품/생활_고가': 122.2573849937236}]
2809,[{'Frequency_식품/생활_중가': 289.71405634629946}],[{'Frequency_식품/생활_저가': 246.81052424206058}]
2810,[{'Frequency_식품/생활_중가': 407.818050058142}],[{'Frequency_식품/생활_고가': 103.5286497750921}]
2811,[{'Frequency_식품/생활_중가': 391.810835372253}],[{'Frequency_식품/생활_저가': 153.99899164363708}]
2812,[{'Frequency_식품/생활_중가': 268.52855262609785}],[{'Frequency_의류/이미용_중가': 210.27125206060194}]
2813,[{'Frequency_식품/생활_중가': 959.1091787973454}],[{'Frequency_식품/생활_저가': 743.7381472902808}]
2814,[{'Frequency_식품/생활_저가': 867.6528606161859}],[{'Frequency_식품/생활_중가': 719.3159480855768}]
2815,[{'Frequency_식품/생활_중가': 579.3668863587038}],[{'Frequency_식품/생활_저가': 310.39254178992576}]
2816,[{'Frequency_식품/생활_중가': 795.7473061618557}],[{'Frequency_식품/생활_저가': 420.47279060409755}]
2817,[{'Frequency_식품/생활_저가': 885.7588365300696}],[{'Frequency_식품/생활_중가': 654.6079816409165}]
2818,[{'Frequency_식품/생활_중가': 414.8222807663109}],[{'Frequency_의류/이미용_중가': 162.01314981673528}]
2819,[{'Frequency_식품/생활_중가': 907.7549519461511}],[{'Frequency_식품/생활_저가': 248.05577531441352}]
2820,[{'Frequency_식품/생활_중가': 398.8223829003997}],[{'Frequency_식품/생활_고가': 159.2409964067393}]
2821,[{'Frequency_식품/생활_중가': 165.99841418336578}],[{'Frequency_식품/생활_저가': 152.38231695501779}]
2822,[{'Frequency_식품/생활_중가': 844.0287805930709}],[{'Frequency_식품/생활_저가': 717.8015789986907}]
2823,[{'Frequency_식품/생활_중가': 601.8400685003492}],[{'Frequency_식품/생활_저가': 262.1250445917841}]
2824,[{'Frequency_식품/생활_중가': 1041.211057643809}],[{'Frequency_식품/생활_저가': 461.6647403831707}]
2825,[{'Frequency_식품/생활_중가': 854.3377417624306}],[{'Frequency_식품/생활_저가': 356.9170926112497}]
2826,[{'Frequency_식품/생활_중가': 834.2330831972052}],[{'Frequency_식품/생활_저가': 331.7905896657548}]
2827,[{'Frequency_식품/생활_중가': 1763.35458656374}],[{'Frequency_식품/생활_저가': 1363.1362264056106}]
2828,[{'Frequency_식품/생활_중가': 899.1777059852416}],[{'Frequency_식품/생활_고가': 122.13631479109236}]
2829,[{'Frequency_식품/생활_중가': 423.4245966851338}],[{'Frequency_식품/생활_저가': 237.45412439630778}]
2830,[{'Frequency_식품/생활_중가': 277.11700963219056}],[{'Frequency_식품/생활_고가': 121.30472590433232}]
2831,[{'Frequency_식품/생활_중가': 1332.1423916592416}],[{'Frequency_식품/생활_저가': 570.8316446151958}]
2832,[{'Frequency_식품/생활_중가': 625.943166588652}],[{'Frequency_식품/생활_저가': 370.4779028590671}]
2833,[{'Frequency_식품/생활_중가': 439.64172747729674}],[{'Frequency_식품/생활_고가': 130.9075804275482}]
2834,[{'Frequency_식품/생활_중가': 484.5762556749024}],[{'Frequency_식품/생활_저가': 268.2692981488619}]
2835,[{'Frequency_식품/생활_중가': 1376.565044373354}],[{'Frequency_식품/생활_저가': 606.8599678619266}]
2836,[{'Frequency_식품/생활_중가': 375.17903251853795}],[{'Frequency_식품/생활_저가': 280.5356876074315}]
2837,[{'Frequency_식품/생활_중가': 929.4951788848166}],[{'Frequency_식품/생활_저가': 378.57387464408004}]
2838,[{'Frequency_식품/생활_중가': 331.09156622489047}],[{'Frequency_식품/생활_고가': 113.11903068119595}]
2839,[{'Frequency_식품/생활_중가': 900.5021261455793}],[{'Frequency_식품/생활_저가': 363.6062434636328}]
2840,[{'Frequency_식품/생활_중가': 729.4775024951352}],[{'Frequency_식품/생활_저가': 405.9551457677855}]
2841,[{'Frequency_식품/생활_저가': 1410.581825288742}],[{'Frequency_식품/생활_중가': 1027.8167472504383}]
2842,[{'Frequency_식품/생활_중가': 1020.9119329359173}],[{'Frequency_식품/생활_저가': 698.3600267355571}]
2843,[{'Frequency_식품/생활_중가': 866.8598847807543}],[{'Frequency_식품/생활_저가': 447.3188411897404}]
2844,[{'Frequency_식품/생활_중가': 1014.8559365989389}],[{'Frequency_식품/생활_저가': 401.30415450597076}]
2845,[{'Frequency_식품/생활_중가': 322.74147704652694}],[{'Frequency_의류/이미용_중가': 106.60767970119355}]
2846,[{'Frequency_식품/생활_중가': 444.00494651135944}],[{'Frequency_교육문화/아동_중가': 91.77902863751302}]
2847,[{'Frequency_식품/생활_중가': 1014.9342687754895}],[{'Frequency_식품/생활_저가': 230.72223362025014}]
2848,[{'Frequency_식품/생활_중가': 406.5960041367191}],[{'Frequency_가구인테리어/잡화_저가': 41.239666056605834}]
2849,[{'Frequency_식품/생활_중가': 267.02086953422184}],[{'Frequency_의류/이미용_중가': 82.63364963159098}]
2850,[{'Frequency_식품/생활_중가': 653.3838213296434}],[{'Frequency_식품/생활_저가': 268.1630745467444}]
2851,[{'Frequency_식품/생활_중가': 995.877421198322}],[{'Frequency_식품/생활_저가': 144.7020424953782}]
2852,[{'Frequency_식품/생활_중가': 192.9131979902661}],[{'Frequency_의류/이미용_중가': 76.75787236041761}]
2853,[{'Frequency_식품/생활_중가': 930.9926945282913}],[{'Frequency_식품/생활_저가': 638.4441535877402}]
2854,[{'Frequency_식품/생활_중가': 465.3276052642432}],[{'Frequency_식품/생활_저가': 294.0344627433773}]
2855,[{'Frequency_식품/생활_중가': 630.0589908887483}],[{'Frequency_식품/생활_저가': 216.56878132784345}]
2856,[{'Frequency_식품/생활_중가': 324.6589765113651}],[{'Frequency_식품/생활_저가': 167.43342144636537}]
2857,[{'Frequency_식품/생활_중가': 256.7240382030361}],[{'Frequency_가구인테리어/잡화_저가': 104.15177656324505}]
2858,[{'Frequency_식품/생활_중가': 494.2825854136244}],[{'Frequency_식품/생활_저가': 342.73250380514486}]
2859,[{'Frequency_식품/생활_저가': 900.9735192612591}],[{'Frequency_식품/생활_중가': 749.3315834860547}]
2860,[{'Frequency_식품/생활_중가': 646.3150396742463}],[{'Frequency_식품/생활_고가': 63.57185714761712}]
2861,[{'Frequency_식품/생활_중가': 427.1310517748254}],[{'Frequency_의류/이미용_중가': 102.7156307426062}]
2862,[{'Frequency_식품/생활_중가': 427.84780208158736}],[{'Frequency_식품/생활_고가': 149.04603956778826}]
2863,[{'Frequency_의류/이미용_중가': 194.11866491342954}],[{'Frequency_식품/생활_중가': 169.9813728563259}]
2864,[{'Frequency_식품/생활_중가': 778.904334749059}],[{'Frequency_식품/생활_저가': 171.44363296076054}]
2865,[{'Frequency_식품/생활_중가': 781.6499435334885}],[{'Frequency_식품/생활_저가': 252.19672352671904}]
2866,[{'Frequency_식품/생활_중가': 1037.781119219107}],[{'Frequency_식품/생활_저가': 1018.8332745480329}]
2867,[{'Frequency_식품/생활_중가': 1004.2827717575984}],[{'Frequency_식품/생활_저가': 530.0673419689149}]
2868,[{'Frequency_식품/생활_중가': 345.8005847386546}],[{'Frequency_식품/생활_저가': 100.61725452747865}]
2869,[{'Frequency_식품/생활_중가': 866.518178504988}],[{'Frequency_식품/생활_저가': 496.41905019145224}]
2870,[{'Frequency_식품/생활_중가': 547.893684600241}],[{'Frequency_식품/생활_저가': 157.73708643686243}]
2871,[{'Frequency_식품/생활_중가': 535.3450615029664}],[{'Frequency_의류/이미용_중가': 96.69828115232094}]
2872,[{'Frequency_식품/생활_중가': 606.2360518905432}],[{'Frequency_식품/생활_저가': 542.3420131389419}]
2873,[{'Frequency_식품/생활_중가': 674.5647015932204}],[{'Frequency_식품/생활_저가': 452.377863527029}]
2874,[{'Frequency_식품/생활_중가': 914.2305737882275}],[{'Frequency_식품/생활_저가': 487.4414072214935}]
2875,[{'Frequency_식품/생활_중가': 496.4343240413539}],[{'Frequency_식품/생활_고가': 158.189417020937}]
2876,[{'Frequency_식품/생활_중가': 584.3527694329883}],[{'Frequency_의류/이미용_중가': 208.99634549601475}]
2877,[{'Frequency_식품/생활_중가': 877.3664894708683}],[{'Frequency_식품/생활_저가': 778.6439096889121}]
2878,[{'Frequency_식품/생활_중가': 226.42674036613107}],[{'Frequency_의류/이미용_중가': 207.8845229030244}]
2879,[{'Frequency_식품/생활_중가': 726.5325644864632}],[{'Frequency_식품/생활_고가': 131.6460509419744}]
2880,[{'Frequency_식품/생활_중가': 817.7978504224396}],[{'Frequency_식품/생활_저가': 596.5579719526681}]
2881,[{'Frequency_식품/생활_중가': 1096.3082086044606}],[{'Frequency_식품/생활_저가': 699.265592955908}]
2882,[{'Frequency_식품/생활_중가': 809.6712320570246}],[{'Frequency_식품/생활_저가': 383.7594408035643}]
2883,[{'Frequency_식품/생활_저가': 961.2652698830975}],[{'Frequency_식품/생활_중가': 815.9904654346077}]
2884,[{'Frequency_식품/생활_중가': 385.41090260401256}],[{'Frequency_식품/생활_저가': 343.61228447002736}]
2885,[{'Frequency_식품/생활_중가': 408.6073462759899}],[{'Frequency_식품/생활_저가': 312.9889284652065}]
2886,[{'Frequency_식품/생활_저가': 1005.5396776955102}],[{'Frequency_식품/생활_중가': 985.5386061972011}]
2887,[{'Frequency_식품/생활_중가': 530.6361409464944}],[{'Frequency_의류/이미용_중가': 110.29477689667206}]
2888,[{'Frequency_식품/생활_중가': 400.92600718834035}],[{'Frequency_식품/생활_고가': 36.943641545336696}]
2889,[{'Frequency_식품/생활_중가': 802.0227964497637}],[{'Frequency_식품/생활_저가': 382.20268894476646}]
2890,[{'Frequency_식품/생활_중가': 510.12140403157525}],[{'Frequency_의류/이미용_고가': 155.3943941905949}]
2891,[{'Frequency_식품/생활_중가': 1228.8543032994437}],[{'Frequency_식품/생활_저가': 677.3200973240467}]
2892,[{'Frequency_식품/생활_중가': 334.7421911368006}],[{'Frequency_의류/이미용_중가': 83.57128165199771}]
2893,[{'Frequency_식품/생활_중가': 774.762563423967}],[{'Frequency_식품/생활_저가': 335.60222702246995}]
2894,[{'Frequency_식품/생활_저가': 724.2046684874772}],[{'Frequency_식품/생활_중가': 626.7280196792977}]
2895,[{'Frequency_식품/생활_저가': 840.7805572755849}],[{'Frequency_식품/생활_중가': 731.4580355519936}]
2896,[{'Frequency_식품/생활_중가': 313.542662901327}],[{'Frequency_식품/생활_저가': 129.1000229549841}]
2897,[{'Frequency_식품/생활_중가': 825.6585314943267}],[{'Frequency_식품/생활_저가': 349.83231346846316}]
2898,[{'Frequency_식품/생활_저가': 1010.4022359606477}],[{'Frequency_식품/생활_중가': 896.4103090091622}]
2899,[{'Frequency_식품/생활_중가': 904.840250158865}],[{'Frequency_식품/생활_저가': 514.775096835535}]
2901,[{'Frequency_식품/생활_중가': 684.6659986255107}],[{'Frequency_식품/생활_저가': 319.04510215696547}]
2902,[{'Frequency_식품/생활_중가': 1070.7104875505}],[{'Frequency_식품/생활_저가': 716.4706273476884}]
2903,[{'Frequency_식품/생활_중가': 550.2177004188105}],[{'Frequency_식품/생활_저가': 74.96097823548209}]
2904,[{'Frequency_식품/생활_중가': 789.1716763537407}],[{'Frequency_식품/생활_저가': 364.00496820822747}]
2905,[{'Frequency_식품/생활_저가': 1105.8725505728848}],[{'Frequency_식품/생활_중가': 1055.3335576366067}]
2906,[{'Frequency_식품/생활_중가': 898.154633099788}],[{'Frequency_식품/생활_고가': 317.2451228151939}]
2907,[{'Frequency_식품/생활_중가': 453.66395734739353}],[{'Frequency_식품/생활_저가': 205.74831644533845}]
2908,[{'Frequency_식품/생활_중가': 779.9447094281486}],[{'Frequency_식품/생활_저가': 185.55415074520263}]
2909,[{'Frequency_식품/생활_중가': 763.7308799877085}],[{'Frequency_식품/생활_저가': 440.71545443995456}]
2910,[{'Frequency_식품/생활_중가': 878.7438191426377}],[{'Frequency_식품/생활_저가': 767.94408758603}]
2911,[{'Frequency_식품/생활_중가': 1127.1970967026755}],[{'Frequency_식품/생활_저가': 623.5618978709541}]
2912,[{'Frequency_식품/생활_중가': 619.5335406511799}],[{'Frequency_의류/이미용_중가': 133.6883706060699}]
2913,[{'Frequency_식품/생활_중가': 675.4011007535745}],[{'Frequency_식품/생활_저가': 526.3808744062422}]
2914,[{'Frequency_식품/생활_중가': 715.5272932988971}],[{'Frequency_식품/생활_저가': 282.7691912321657}]
2916,[{'Frequency_식품/생활_중가': 763.3737181392737}],[{'Frequency_식품/생활_고가': 145.12431823748253}]
2917,[{'Frequency_식품/생활_저가': 1029.3005048624455}],[{'Frequency_식품/생활_중가': 846.2144036357038}]
2918,[{'Frequency_식품/생활_중가': 314.19486917101324}],[{'Frequency_의류/이미용_중가': 89.4111728190547}]
2919,[{'Frequency_식품/생활_중가': 974.3655020671583}],[{'Frequency_식품/생활_저가': 540.9103411282556}]
2920,[{'Frequency_식품/생활_중가': 737.0327185669553}],[{'Frequency_식품/생활_고가': 263.5700708161858}]
2921,[{'Frequency_식품/생활_중가': 1349.9990469769882}],[{'Frequency_식품/생활_저가': 776.4607851287983}]
2922,[{'Frequency_식품/생활_중가': 501.9371087466673}],[{'Frequency_식품/생활_저가': 140.0546762834141}]
2924,[{'Frequency_식품/생활_중가': 441.3508675917262}],[{'Frequency_의류/이미용_중가': 82.515348275397}]
2925,[{'Frequency_식품/생활_중가': 626.1663561477424}],[{'Frequency_식품/생활_저가': 144.2097566027666}]
2926,[{'Frequency_식품/생활_중가': 1386.8796265968983}],[{'Frequency_식품/생활_저가': 518.3290217121245}]
2927,[{'Frequency_식품/생활_저가': 1120.3510836841488}],[{'Frequency_식품/생활_중가': 799.6470992244535}]
2928,[{'Frequency_식품/생활_중가': 332.556600684929}],[{'Frequency_식품/생활_고가': 145.8283345940149}]
2929,[{'Frequency_식품/생활_중가': 457.6742089971266}],[{'Frequency_식품/생활_고가': 73.44041683702234}]
2930,[{'Frequency_식품/생활_중가': 717.4887453271815}],[{'Frequency_식품/생활_저가': 269.09205811864626}]
2931,[{'Frequency_식품/생활_중가': 638.656924600475}],[{'Frequency_식품/생활_저가': 251.95207836191076}]
2932,[{'Frequency_식품/생활_중가': 829.6177074985192}],[{'Frequency_가구인테리어/잡화_저가': 119.4940683342814}]
2933,[{'Frequency_식품/생활_중가': 690.031413232638}],[{'Frequency_식품/생활_저가': 360.91925089353583}]
2934,[{'Frequency_식품/생활_중가': 1560.3758350994271}],[{'Frequency_식품/생활_저가': 1093.2082637958713}]
